0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.0,0.0,0.0,0.0,0.538,0.318,0.217,0.164,0.065,0.061,0.045,0.013,0.013
0.0,0.0,0.0,0.0,1.000,0.821,0.624,0.589,0.429,0.352,0.288,0.179,0.117
0.0,0.0,0.0,0.0,1.000,0.953,0.842,0.813,0.836,0.713,0.617,0.545,0.410
