1,3371,1,0,0
2,895,1,0,0
3,188,1,0,0
4,80,1,0,0
5,30379,1,30379,489
6,1904,1,1904,0
7,442,1,442,0
8,111,1,111,0
9,8071,1,16142,45
10,497,1,994,0
11,168,1,336,0
12,1305,1,3915,0
13,491,1,1976,0
14,566,1,0,0
15,151,1,0,0
16,47,1,0,0
18,4830,1,4830,26
19,1333,1,1333,0
20,148,1,148,0
21,32,1,32,0
22,1809,1,3618,0
23,282,1,564,0
24,43,1,86,0
25,210,1,630,0
27,811,1,0,0
28,117,1,0,0
31,4966,1,4966,0
32,2651,1,2651,0
33,158,1,158,0
34,37,1,37,0
35,1810,1,3620,0
36,144,1,288,0
37,39,1,78,0
38,148,1,444,0
39,73,1,219,0
40,1063,1,0,0
41,386,1,0,0
42,31,1,0,0
43,22,1,0,0
44,3088,1,3088,13
45,2742,1,2742,0
46,237,1,237,0
48,1602,1,3204,0
49,199,1,398,0
50,49,1,98,0
51,63,1,189,0
52,110,1,342,0
53,16,1,0,0
57,32111,1,32111,31264
58,1037,1,1037,845
59,120,1,120,120
60,55,1,55,55
61,12257,1,24514,6512
62,526,1,1052,166
63,49,1,98,23
64,1699,1,5097,299
65,442,1,1690,123
70,1748,1,1748,1679
71,1288,1,1288,1222
73,12,1,12,12
74,3364,1,6728,1765
75,385,1,770,40
76,144,1,288,0
77,167,1,501,102
78,652,1,2264,55
83,1042,1,1042,883
84,1219,1,1219,1188
85,273,1,273,172
86,41,1,41,20
87,3247,1,6494,1692
88,732,1,1464,343
89,47,1,94,47
90,345,1,1035,40
91,415,1,1396,22
96,741,1,741,580
97,866,1,866,815
98,33,1,33,13
99,76,1,76,46
100,1514,1,3028,694
101,290,1,580,113
102,78,1,156,29
103,359,1,1077,14
104,246,1,851,0
105,23,1,0,0
106,17,1,0,0
109,20196,1,20196,20041
110,781,1,781,781
113,19206,1,38412,29025
114,282,1,564,373
115,54,1,108,54
116,2473,1,7419,2772
117,912,1,3601,440
122,543,1,543,543
123,420,1,420,380
126,3512,1,7024,4659
127,228,1,456,261
128,123,1,246,181
129,354,1,1062,421
130,364,1,1339,153
135,179,1,179,179
136,128,1,128,128
139,2633,1,5266,3628
140,180,1,360,248
141,234,1,468,389
142,118,1,354,144
143,360,1,1353,373
148,32,1,32,32
149,248,1,248,248
150,19,1,19,19
152,1231,1,2462,1589
153,194,1,388,210
154,75,1,150,75
155,238,1,714,162
156,260,1,930,230
157,64,1,0,0
161,8694,1,8694,8657
162,171,1,171,171
163,43,1,43,43
165,26147,1,52294,49098
166,253,1,506,447
167,33,1,66,58
168,3823,1,11469,8759
169,1421,1,5815,3438
174,155,1,155,155
175,94,1,94,94
178,5535,1,11070,9883
179,14,1,28,28
180,41,1,82,57
181,92,1,276,197
182,476,1,1960,819
187,58,1,58,58
188,249,1,249,249
191,2236,1,4472,3677
192,61,1,122,93
194,81,1,243,167
195,81,1,362,183
201,75,1,75,75
202,32,1,32,32
204,500,1,1000,890
206,16,1,32,32
207,16,1,48,16
208,120,1,522,206
209,16464,1,0,0
210,3410,1,0,0
211,726,1,0,0
212,74,1,0,0
213,34787,1,34787,386
214,7525,1,7525,37
215,1725,1,1725,0
216,555,1,555,0
217,6019,1,12038,114
218,1905,1,3810,0
219,500,1,1000,0
220,959,1,2877,0
221,515,1,1764,11
222,965,1,0,0
223,706,1,0,0
224,220,1,0,0
225,81,1,0,0
226,3273,1,3273,37
227,3245,1,3245,39
228,1259,1,1259,0
229,359,1,359,0
230,2245,1,4490,0
231,1051,1,2102,18
232,521,1,1042,0
233,375,1,1125,0
234,279,1,908,0
235,525,1,0,0
236,433,1,0,0
237,196,1,0,0
238,62,1,0,0
239,1249,1,1249,0
240,2710,1,2710,21
241,573,1,573,31
242,399,1,399,0
243,1114,1,2228,0
244,629,1,1258,0
245,287,1,574,0
246,109,1,327,0
247,73,1,278,0
248,290,1,0,0
249,330,1,0,0
250,184,1,0,0
251,81,1,0,0
252,524,1,524,0
253,2209,1,2209,0
254,477,1,477,0
255,289,1,289,0
256,884,1,1768,0
257,547,1,1094,0
258,306,1,612,0
259,55,1,165,0
260,139,1,456,0
261,845,1,0,0
262,467,1,0,0
263,51,1,0,0
264,122,1,0,0
265,29291,1,29291,26685
266,5739,1,5739,3604
267,1197,1,1197,931
268,380,1,380,220
269,10296,1,20592,5399
270,2940,1,5880,1553
271,1138,1,2276,307
272,2826,1,8478,972
273,1819,1,6142,430
275,85,1,0,0
278,1753,1,1753,1504
279,1613,1,1613,1208
280,474,1,474,376
281,267,1,267,219
282,2589,1,5178,1285
283,1578,1,3156,850
284,808,1,1616,478
285,1061,1,3183,375
286,1346,1,4869,287
287,32,1,0,0
288,81,1,0,0
291,689,1,689,557
292,1301,1,1301,1143
293,520,1,520,364
294,249,1,249,126
295,1991,1,3982,1080
296,1080,1,2160,459
297,519,1,1038,248
298,668,1,2004,227
299,470,1,1589,68
301,24,1,0,0
302,22,1,0,0
304,115,1,115,115
305,805,1,805,737
306,272,1,272,245
307,152,1,152,67
308,1952,1,3904,1049
309,680,1,1360,224
310,269,1,538,64
311,418,1,1254,22
312,645,1,2317,235
313,312,1,0,0
314,128,1,0,0
315,32,1,0,0
317,25464,1,25464,24873
318,2882,1,2882,2547
319,619,1,619,521
320,224,1,224,207
321,12816,1,25632,16489
322,1695,1,3390,1954
323,1026,1,2052,1104
324,3426,1,10278,3547
325,3987,1,14795,3592
330,1175,1,1175,1150
331,824,1,824,805
332,346,1,346,346
333,233,1,233,233
334,3424,1,6848,4666
335,1715,1,3430,1908
336,339,1,678,409
337,1371,1,4113,1485
338,1912,1,7263,1503
343,389,1,389,389
344,661,1,661,602
345,76,1,76,76
346,19,1,19,19
347,2463,1,4926,3397
348,689,1,1378,836
349,299,1,598,409
350,678,1,2034,807
351,1302,1,4654,1209
356,131,1,131,131
357,428,1,428,428
358,227,1,227,227
359,96,1,96,71
360,1136,1,2272,1310
361,586,1,1172,639
362,195,1,390,225
363,227,1,681,291
364,1035,1,3800,1019
365,215,1,0,0
366,182,1,0,0
369,18782,1,18782,18270
370,2439,1,2439,2174
371,325,1,325,325
372,97,1,97,77
373,23323,1,46646,39319
374,1886,1,3772,3107
375,488,1,976,726
376,4260,1,12780,7726
377,4303,1,16925,8068
379,23,1,0,0
382,843,1,843,843
383,663,1,663,663
384,139,1,139,139
386,6699,1,13398,11268
387,975,1,1950,1420
388,81,1,162,108
389,1202,1,3606,2183
390,1800,1,6785,3663
393,13,1,0,0
395,256,1,256,256
396,894,1,894,894
397,122,1,122,87
398,28,1,28,28
399,6732,1,13464,11283
400,546,1,1092,847
401,115,1,230,230
402,508,1,1524,982
403,719,1,2827,1187
405,23,1,0,0
408,67,1,67,67
409,658,1,658,658
410,25,1,25,25
411,43,1,43,43
412,1770,1,3540,2926
413,81,1,162,106
414,57,1,114,57
415,220,1,660,456
416,767,1,3385,1167
417,35117,1,0,0
418,8331,1,0,0
419,774,1,0,0
420,124,1,0,0
421,6845,1,6845,0
422,3503,1,3503,27
423,469,1,469,0
424,93,1,93,0
425,751,1,1502,0
426,445,1,890,0
428,84,1,252,0
429,77,1,233,0
430,260,1,0,0
431,120,1,0,0
432,76,1,0,0
433,25,1,0,0
434,54,1,54,0
435,201,1,201,0
436,56,1,56,0
437,21,1,21,0
438,25,1,50,0
439,60,1,120,0
440,13,1,26,0
442,26,1,104,0
443,75,1,0,0
444,139,1,0,0
445,66,1,0,0
446,18,1,0,0
447,14,1,14,0
448,35,1,35,0
449,107,1,107,0
451,54,1,108,0
452,29,1,58,0
453,38,1,76,0
454,24,1,72,0
457,118,1,0,0
459,18,1,0,0
460,13,1,13,0
464,10,1,20,0
465,30,1,60,0
468,23,1,69,0
469,5196,1,0,0
470,3709,1,0,0
471,299,1,0,0
473,3115,1,3115,950
474,3128,1,3128,918
475,780,1,780,127
476,332,1,332,50
477,1675,1,3350,389
478,565,1,1130,95
479,163,1,326,14
480,179,1,537,18
481,286,1,955,15
482,24,1,0,0
483,56,1,0,0
486,21,1,21,14
487,154,1,154,74
488,69,1,69,10
489,71,1,71,0
490,104,1,208,0
491,86,1,172,0
492,133,1,266,0
494,59,1,177,26
495,17,1,0,0
500,39,1,39,12
502,53,1,53,0
504,103,1,206,0
505,59,1,118,32
506,33,1,99,0
507,38,1,141,11
514,63,1,63,51
515,29,1,29,0
516,38,1,76,0
