413,0.838,36.83
414,0.838,43.51
415,0.856,4.42
416,0.856,3.67
417,0.869,19.07
418,0.869,20.49
419,0.822,46.35
420,0.822,39.35
421,0.822,45.37
422,0.822,45.4
423,0.755,40.8
424,0.755,43.52
425,0.675,30.61
426,0.675,49.86
427,0.799,47.56
428,0.799,46.97
429,0.799,28.68
430,0.799,32.3
431,0.544,0.22
432,0.544,40.1
433,0.555,13.52
434,0.528,33.54
435,0.525,42.03
436,0.545,38.12
437,0.491,40.72
438,0.53,40.34
439,0.584,28.85
440,0.78,37.23
441,0.588,33.49
442,0.787,44.24
443,0.779,19.19
444,0.779,6.44
445,0.779,13.91
446,0.779,17.66
447,0.623,10.97
448,0.632,9.28
449,0.691,37.59
450,0.635,7.66
451,0.611,44.75
452,0.71,34.18
453,0.583,47.93
454,0.626,29.02
455,0.727,27.96
456,0.641,40.87
457,0.639,45.06
458,0.454,36.32
459,0.669,17.76
460,0.669,19.77
461,0.669,23.44
462,0.669,26.12
463,0.559,44.83
464,0.683,42.97
465,0.486,12.48
466,0.488,32.04
467,0.358,29.81
468,0.489,36.45
469,0.191,39.46
470,0.388,45.48
471,0.336,12.44
472,0.223,14.98
473,0.274,17.13
474,0.531,0.0
475,0.531,9.05
476,0.277,40.64
477,0.236,35.11
478,0.377,35.39
479,0.239,39.8
480,0.468,14.65
481,0.581,44.84
482,0.482,42.67
483,0.333,34.31
484,0.598,38.64
485,0.598,41.1
486,0.598,32.59
487,0.598,41.26
488,0.629,51.87
489,0.629,48.2
490,0.629,49.26
491,0.629,48.05
492,0.657,44.75
493,0.668,27.87
494,0.716,47.61
495,0.597,15.92
496,0.63,45.95
497,0.63,37.07
498,0.63,43.53
499,0.63,40.73
500,0.451,49.75
501,0.451,38.33
502,0.451,47.83
503,0.451,47.78
504,0.433,29.4
505,0.506,36.52
506,0.403,32.04
507,0.533,41.77
508,0.595,48.76
509,0.353,19.17
510,0.697,42.83
511,0.319,39.12
512,0.5,41.18
513,0.511,46.63
514,0.606,33.95
515,0.606,8.09
516,0.616,8.82
517,0.618,20.19
518,0.639,44.75
519,0.491,43.37
520,0.53,48.3
521,0.479,43.44
522,0.516,54.12
523,0.701,44.85
524,0.626,48.88
525,0.597,43.63
526,0.694,38.82
527,0.747,38.53
528,0.601,43.07
529,0.601,40.75
530,0.601,44.2
531,0.601,37.9
532,0.591,40.55
533,0.591,33.64
534,0.591,30.42
535,0.591,40.68
536,0.709,42.97
537,0.695,42.77
538,0.62,45.69
539,0.664,34.89
540,0.699,32.88
541,0.699,30.15
542,0.699,41.13
543,0.699,23.3
544,0.7,43.66
545,0.7,27.94
546,0.7,42.99
547,0.7,24.38
548,0.63,46.6
549,0.63,44.54
550,0.63,49.09
551,0.63,42.48
552,0.576,41.06
553,0.598,35.64
554,0.577,9.36
555,0.614,28.43
556,0.545,46.27
557,0.591,44.94
558,0.601,31.27
559,0.593,41.55
560,0.679,50.88
561,0.605,39.11
562,0.679,41.28
563,0.557,28.39
564,0.591,47.57
565,0.591,35.32
566,0.591,38.26
567,0.591,41.67
568,0.683,5.13
569,0.45,3.95
570,0.45,4.23
571,0.467,36.58
572,0.45,27.83
573,0.435,48.54
574,0.578,44.49
575,0.622,41.85
576,0.595,33.77
577,0.64,51.58
578,0.565,0.0
579,0.565,11.37
580,0.565,0.34
581,0.565,24.5
582,0.452,47.3
583,0.427,13.08
584,0.589,47.44
585,0.479,37.48
586,0.621,45.15
587,0.696,51.96
588,0.718,41.65
589,0.597,48.71
590,0.611,45.85
591,0.598,11.73
592,0.717,47.31
593,0.732,29.12
594,0.67,42.29
595,0.84,44.58
596,0.713,47.75
597,0.827,49.51
598,0.632,47.47
599,0.632,45.63
600,0.67,44.37
601,0.666,40.76
602,0.674,46.2
603,0.537,43.23
604,0.611,43.9
605,0.541,43.4
606,0.718,7.18
607,0.744,16.56
608,0.591,42.46
609,0.478,40.44
610,0.661,38.83
611,0.679,43.61
612,0.586,39.95
613,0.441,25.06
614,0.513,21.91
615,0.618,18.01
616,0.405,32.13
617,0.473,41.63
618,0.532,38.32
619,0.656,42.96
620,0.518,29.52
621,0.62,48.15
622,0.567,37.13
623,0.69,35.39
624,0.692,39.01
625,0.661,38.36
626,0.622,43.13
627,0.634,46.93
628,0.595,42.31
629,0.608,26.71
630,0.803,41.03
631,0.439,43.65
632,0.733,19.75
633,0.716,17.15
634,0.601,20.25
635,0.692,22.83
636,0.667,49.9
637,0.693,19.3
638,0.741,41.29
639,0.724,17.56
640,0.605,44.97
641,0.703,40.62
642,0.583,41.35
643,0.513,41.81
644,0.52,26.37
645,0.621,23.29
646,0.501,24.23
647,0.516,32.72
648,0.568,37.46
649,0.581,48.11
650,0.678,10.49
651,0.965,19.6
652,0.558,48.39
653,0.666,40.83
654,0.698,42.67
655,0.74,42.67
656,0.691,49.59
657,0.687,9.2
658,0.75,45.31
659,0.769,13.58
660,0.9,14.25
661,0.9,4.32
662,0.9,0.23
663,0.9,0.0
664,0.868,1.51
665,0.868,22.92
666,0.895,15.0
667,0.814,0.0
