t matrices
d mo11
a matrix=mo11 sqmi 0 zcentroid sqmi
1479 all:0.252084
1480 all:0.252079
1481 all:0.25021
1482 all:0.254209
1483 all:0.255546
1484 all:0.25862
1485 all:0.254192
1486 all:1.024674
1487 all:0.236629
1488 all:0.25314
1489 all:0.253174
1490 all:0.235713
1491 all:1.024052
1492 all:1.012152
1493 all:0.25438
1494 all:0.25463
1495 all:0.254726
1496 all:0.252592
1497 all:0.252074
1498 all:0.252209
1499 all:0.251709
1500 all:0.251733
1501 all:0.233608
1502 all:0.251726
1503 all:0.234102
1504 all:0.255855
1505 all:0.256334
1506 all:0.256218
1507 all:0.256672
1508 all:1.019346
1509 all:1.010113
1510 all:0.973938
1511 all:1.012485
1512 all:1.008623
1513 all:0.984311
1514 all:1.027135
1515 all:1.024238
1516 all:0.253998
1517 all:0.254603
1518 all:0.254134
1519 all:0.254689
1520 all:0.252884
1521 all:0.253384
1522 all:0.254091
1523 all:0.253569
1524 all:1.016036
1525 all:0.969784
1526 all:1.013563
1527 all:0.254514
1528 all:0.255041
1529 all:0.254639
1530 all:0.254925
1531 all:1.012519
1532 all:1.010925
1533 all:0.25222
1534 all:0.253854
1535 all:0.253887
1536 all:0.252274
1537 all:0.252985
1538 all:0.251154
1539 all:0.251789
1540 all:0.255558
1541 all:0.252995
1542 all:0.255076
1543 all:0.249988
1544 all:0.247872
1545 all:0.248349
1546 all:0.248366
1547 all:0.196019
1548 all:0.252727
1549 all:1.348437
1550 all:0.362772
1551 all:0.244675
1552 all:3.988939
1553 all:1.011684
1554 all:1.005288
1555 all:0.999238
1556 all:0.256193
1557 all:0.25534
1558 all:0.256008
1559 all:0.255156
1560 all:4.08115
1561 all:4.010029
1562 all:1.003246
1563 all:1.023192
1564 all:1.007256
1565 all:1.026537
1566 all:1.025279
1567 all:1.022002
1568 all:1.024517
1569 all:1.0306
1570 all:4.009007
1571 all:4.047544
1572 all:4.059381
1573 all:3.983117
1574 all:1.01836
1575 all:1.016327
1576 all:1.014629
1577 all:1.011146
1578 all:1.021413
1579 all:1.02353
1580 all:1.014858
1581 all:1.08678
1582 all:1.345781
1583 all:0.234009
1584 all:0.253425
1585 all:0.253385
1586 all:0.235569
1587 all:0.255041
1588 all:0.254332
1589 all:0.254512
1590 all:0.25521
1591 all:1.019848
1592 all:1.023961
1593 all:1.335239
1594 all:1.046025
1595 all:0.966729
1596 all:1.016218
1597 all:1.022387
1598 all:1.331236
1599 all:1.02407
1600 all:1.010766
1601 all:0.97093
1602 all:1.016409
1603 all:1.6197
1604 all:1.007941
1605 all:1.009058
1606 all:1.001998
1607 all:0.250064
1608 all:0.233985
1609 all:0.250079
1610 all:0.234577
1611 all:0.869046
1612 all:1.013627
1613 all:1.012044
1614 all:1.005421
1615 all:1.354181
1616 all:1.129302
1617 all:0.999263
1618 all:0.224136
1619 all:1.015472
1620 all:1.012869
1621 all:1.016115
1622 all:1.007132
1623 all:1.010955
1624 all:0.997644
1625 all:0.994534
1626 all:1.007595
1627 all:0.994312
1628 all:0.250171
1629 all:0.25048
1630 all:0.250146
1631 all:0.251338
1632 all:1.014787
1633 all:1.006272
1634 all:0.99914
1635 all:1.006608
1636 all:0.997462
1637 all:1.004588
1638 all:1.011083
1639 all:1.011262
1640 all:1.00756
1641 all:1.005058
1642 all:1.005457
1643 all:0.997841
1644 all:1.006779
1645 all:1.016574
1646 all:1.002756
1647 all:0.999486
1648 all:1.012914
1649 all:0.993365
1650 all:1.014043
1651 all:1.01425
1652 all:1.002921
1653 all:0.99033
1654 all:1.011597
1655 all:1.027668
1656 all:0.755488
1657 all:1.00867
1658 all:0.7552
1659 all:1.005815
1660 all:0.740701
1661 all:1.00809
1662 all:0.732807
1663 all:1.0032
1664 all:0.727018
1665 all:1.004488
1666 all:0.722614
1667 all:4.289158
1668 all:4.012581
1669 all:1.013168
1670 all:1.0121
1671 all:1.015209
1672 all:1.005226
1673 all:4.009991
1674 all:0.995145
1675 all:1.00652
1676 all:1.000528
1677 all:1.011269
1678 all:1.012521
1679 all:1.008289
1680 all:1.013714
1681 all:1.007943
1682 all:1.015895
1683 all:1.016247
1684 all:1.009098
1685 all:1.01131
1686 all:1.011311
1687 all:1.006211
1688 all:1.013499
1689 all:1.015924
1690 all:1.004882
1691 all:0.250137
1692 all:0.250728
1693 all:0.250325
1694 all:0.250974
1695 all:1.018544
1696 all:1.025302
1697 all:1.024383
1698 all:1.034184
1699 all:1.019075
1700 all:1.000498
1701 all:1.038705
1702 all:1.009299
1703 all:1.009227
1704 all:1.031194
1705 all:4.073627
1706 all:1.012191
1707 all:0.250983
1708 all:0.252107
1709 all:0.251564
1710 all:0.251525
1711 all:0.248599
1712 all:0.247282
1713 all:0.251546
1714 all:0.257179
1715 all:0.250287
1716 all:0.254255
1717 all:0.250497
1718 all:0.254029
1719 all:1.011224
1720 all:1.004091
1721 all:1.018996
1722 all:1.013752
1723 all:0.99753
1724 all:0.998066
1725 all:1.013157
1726 all:1.022826
1727 all:4.061024
1728 all:4.011568
1729 all:4.033892
1730 all:3.452312
1731 all:3.42849
1732 all:3.371668
1733 all:0.494373
1734 all:1.500591
1735 all:4.096216
1736 all:4.005192
1737 all:3.982125
1738 all:4.123894
1739 all:4.050476
1740 all:4.048128
1741 all:4.066365
1742 all:4.051079
1743 all:4.055091
1744 all:3.991994
1745 all:0.994666
1746 all:1.009128
1747 all:1.003229
1748 all:1.022152
1749 all:3.997939
1750 all:3.999699
1751 all:4.01485
1752 all:4.044934
1753 all:3.982564
1754 all:4.008451
1755 all:4.07546
1756 all:0.978938
1757 all:1.004933
1758 all:0.940101
1759 all:1.005061
1760 all:1.004926
1761 all:1.004007
1762 all:1.013501
1763 all:0.254806
1764 all:0.255703
1765 all:0.255219
1766 all:0.256129
1767 all:1.008474
1768 all:1.017471
1769 all:1.008537
1770 all:0.252648
1771 all:0.252452
1772 all:0.253121
1773 all:0.251923
1774 all:0.92334
1775 all:1.005474
1776 all:0.912906
1777 all:0.250197
1778 all:0.250484
1779 all:0.250502
1780 all:0.250225
1781 all:1.008901
1782 all:1.0081
1783 all:0.252061
1784 all:0.251743
1785 all:0.250912
1786 all:0.251205
1787 all:0.254513
1788 all:0.253284
1789 all:0.253785
1790 all:0.254004
1791 all:0.250748
1792 all:0.250695
1793 all:0.250986
1794 all:0.250924
1795 all:0.249231
1796 all:0.250859
1797 all:0.250841
1798 all:0.249162
1799 all:0.998677
1800 all:1.004757
1801 all:0.90153
1802 all:0.252387
1803 all:0.251581
1804 all:0.251194
1805 all:0.252011
1806 all:0.891194
1807 all:1.012945
1808 all:1.011376
1809 all:1.013336
1810 all:1.018705
1811 all:1.004752
1812 all:4.025673
1813 all:0.755884
1814 all:0.986799
1815 all:0.775779
1816 all:1.019332
1817 all:4.062416
1818 all:1.039824
1819 all:1.025119
1820 all:1.027998
1821 all:1.023261
1822 all:0.79318
1823 all:1.025929
1824 all:0.782586
1825 all:1.019277
1826 all:1.031868
1827 all:1.02246
1828 all:1.024484
1829 all:0.258101
1830 all:0.25916
1831 all:0.257107
1832 all:0.260167
1833 all:1.029727
1834 all:1.063233
1835 all:0.259377
1836 all:0.256919
1837 all:0.258294
1838 all:0.255843
1839 all:1.047506
1840 all:0.786765
1841 all:0.795118
1842 all:1.022562
1843 all:1.026188
1844 all:0.254146
1845 all:0.254484
1846 all:0.255226
1847 all:0.254904
1848 all:1.013542
1849 all:1.028569
1850 all:1.017221
1851 all:1.023582
1852 all:1.018537
1853 all:1.027183
1854 all:1.04342
1855 all:0.725261
1856 all:0.957202
1857 all:0.768149
1858 all:1.016554
1859 all:0.256039
1860 all:0.236188
1861 all:0.239041
1862 all:0.25605
1863 all:0.989671
1864 all:0.259019
1865 all:0.256822
1866 all:0.258506
1867 all:0.257346
1868 all:1.014788
1869 all:1.01604
1870 all:1.087431
1871 all:0.255299
1872 all:0.252832
1873 all:0.256229
1874 all:0.251906
1875 all:1.068373
1876 all:0.789214
1877 all:0.255068
1878 all:0.255904
1879 all:0.254675
1880 all:0.255538
1881 all:0.78955
1882 all:1.021459
1883 all:0.254911
1884 all:0.255891
1885 all:0.256142
1886 all:0.255169
1887 all:1.012776
1888 all:1.006093
1889 all:0.252574
1890 all:0.253064
1891 all:0.253653
1892 all:0.253152
1893 all:0.260597
1894 all:0.261762
1895 all:0.260679
1896 all:0.261823
1897 all:1.033167
1898 all:0.258263
1899 all:0.258107
1900 all:0.257117
1901 all:0.259251
1902 all:1.006845
1903 all:3.700848
1904 all:1.000768
1905 all:1.013526
1906 all:1.013675
1907 all:1.010662
1908 all:1.02687
1909 all:1.005741
1910 all:1.013198
1911 all:1.020567
1912 all:0.874841
1913 all:1.037246
1914 all:0.894052
1915 all:0.248708
1916 all:0.249052
1917 all:0.248878
1918 all:0.24855
1919 all:1.05444
1920 all:1.02679
1921 all:0.253992
1922 all:0.254691
1923 all:0.254851
1924 all:0.254138
1925 all:0.250083
1926 all:0.250963
1927 all:0.250349
1928 all:0.251233
1929 all:1.002492
1930 all:0.993768
1931 all:1.000351
1932 all:1.009974
1933 all:0.992332
1934 all:0.942144
1935 all:0.997793
1936 all:0.993909
1937 all:1.018616
1938 all:1.025875
1939 all:1.008785
1940 all:1.00041
1941 all:1.011485
1942 all:1.015388
1943 all:1.007249
1944 all:1.013765
1945 all:1.000008
1946 all:0.991161
1947 all:1.040365
1948 all:1.07235
1949 all:3.996272
1950 all:0.987568
1951 all:0.987069
1952 all:1.003392
1953 all:0.998713
1954 all:0.683898
1955 all:1.001502
1956 all:0.975718
1957 all:0.979158
1958 all:0.967829
1959 all:0.70596
1960 all:1.049131
1961 all:1.019101
1962 all:1.027909
1963 all:1.011187
1964 all:0.717609
1965 all:1.034138
1966 all:1.009861
1967 all:1.023227
1968 all:1.021096
1969 all:1.001771
1970 all:0.722749
1971 all:0.256976
1972 all:0.256737
1973 all:0.255852
1974 all:0.255604
1975 all:1.011762
1976 all:1.013429
1977 all:1.026197
1978 all:1.001144
1979 all:0.734454
1980 all:0.253007
1981 all:0.253637
1982 all:0.254122
1983 all:0.254732
1984 all:0.253988
1985 all:0.255669
1986 all:0.254422
1987 all:0.255211
1988 all:1.018166
1989 all:1.019887
1990 all:1.002173
1991 all:0.763239
1992 all:1.010881
1993 all:1.016895
1994 all:1.019919
1995 all:0.253818
1996 all:0.254081
1997 all:0.257206
1998 all:0.256959
1999 all:0.251314
2000 all:0.253716
2001 all:0.254102
2002 all:0.251725
2003 all:0.785478
2004 all:1.057311
2005 all:1.07605
2006 all:1.08821
2007 all:0.248301
2008 all:0.283967
2009 all:0.248291
2010 all:0.281465
2011 all:0.283629
2012 all:0.251263
2013 all:0.251208
2014 all:0.285155
2015 all:0.775247
2016 all:1.025076
2017 all:1.031248
2018 all:1.025911
2019 all:1.00252
2020 all:1.005524
2021 all:0.799127
2022 all:1.020039
2023 all:1.028497
2024 all:1.014692
2025 all:1.016126
2026 all:0.993365
2027 all:0.845443
2028 all:1.013285
2029 all:0.253864
2030 all:0.250969
2031 all:0.251985
2032 all:0.254858
2033 all:0.99753
2034 all:0.992819
2035 all:0.974937
2036 all:0.911199
2037 all:0.255473
2038 all:0.25418
2039 all:0.254938
2040 all:0.254712
2041 all:1.020816
2042 all:0.996708
2043 all:0.990107
2044 all:1.012975
2045 all:0.959909
2046 all:1.014567
2047 all:0.991498
2048 all:0.971158
2049 all:1.004843
2050 all:1.010689
2051 all:0.96566
2052 all:0.250453
2053 all:0.252626
2054 all:0.25193
2055 all:0.251939
2056 all:1.002951
2057 all:1.01095
2058 all:1.003292
2059 all:1.004149
2060 all:0.95489
2061 all:1.000579
2062 all:0.997495
2063 all:1.005703
2064 all:1.001129
2065 all:1.001141
2066 all:0.95917
2067 all:1.013513
2068 all:0.251558
2069 all:0.251624
2070 all:0.251044
2071 all:0.250974
2072 all:1.00607
2073 all:0.251701
2074 all:0.251487
2075 all:0.251817
2076 all:0.252006
2077 all:1.005029
2078 all:0.949258
2079 all:1.01407
2080 all:0.251738
2081 all:0.25184
2082 all:0.251985
2083 all:0.252073
2084 all:1.009947
2085 all:0.253468
2086 all:0.253526
2087 all:0.25342
2088 all:0.253368
2089 all:1.006965
2090 all:0.248779
2091 all:0.248778
2092 all:0.223382
2093 all:0.224421
2094 all:0.252044
2095 all:0.250468
2096 all:0.252203
2097 all:0.250631
2098 all:1.009635
2099 all:1.003191
2100 all:0.999669
2101 all:0.998267
2102 all:0.953838
2103 all:1.011161
2104 all:1.01325
2105 all:1.017831
2106 all:1.012965
2107 all:1.010685
2108 all:3.921344
2109 all:5.818291
2110 all:3.294802
2111 all:1.960553
2112 all:9.009227
2113 all:8.967953
2114 all:8.983027
2115 all:8.97022
2116 all:7.832058
2117 all:8.509839
2118 all:8.306626
2119 all:9.110322
2120 all:8.427285
2121 all:9.009856
2122 all:8.531336
2123 all:9.056073
2124 all:8.499567
2125 all:9.069723
2126 all:8.496965
2127 all:9.046174
2128 all:8.492256
2129 all:8.96142
2130 all:8.594325
2131 all:9.095266
2132 all:9.041639
2133 all:9.060346
2134 all:8.981516
2135 all:9.062539
2136 all:7.733558
2137 all:8.204642
2138 all:8.432995
2139 all:9.102272
2140 all:8.476896
2141 all:9.046668
2142 all:8.473683
2143 all:9.050338
2144 all:8.434203
2145 all:9.017081
2146 all:8.581249
2147 all:9.056509
2148 all:8.537745
2149 all:9.115074
2150 all:2.005525
2151 all:2.255756
2152 all:2.025254
2153 all:2.271919
2154 all:2.275297
2155 all:2.262987
2156 all:2.268883
2157 all:2.257308
2158 all:3.935449
2159 all:3.990585
2160 all:0.995877
2161 all:1.013453
2162 all:0.988052
2163 all:1.003079
2164 all:4.000755
2165 all:1.007295
2166 all:0.993145
2167 all:0.97435
2168 all:0.999285
2169 all:1.007931
2170 all:0.98778
2171 all:1.002979
2172 all:0.985196
2173 all:4.006156
2174 all:1.001826
2175 all:0.978579
2176 all:1.000693
2177 all:1.005884
2178 all:4.020815
2179 all:3.009724
2180 all:0.615059
2181 all:0.585033
2182 all:1.020931
2183 all:1.012983
2184 all:0.54904
2185 all:0.538189
2186 all:1.003291
2187 all:1.003102
2188 all:3.639251
2189 all:1.006748
2190 all:0.250401
2191 all:0.250323
2192 all:0.251033
2193 all:0.25109
2194 all:1.007928
2195 all:0.250735
2196 all:0.250527
2197 all:0.251649
2198 all:0.251831
2199 all:0.25084
2200 all:0.252612
2201 all:0.251309
2202 all:0.25306
2203 all:0.250959
2204 all:0.251199
2205 all:0.25073
2206 all:0.251419
2207 all:1.011529
2208 all:1.002577
2209 all:3.627953
2210 all:0.250659
2211 all:0.251471
2212 all:0.250605
2213 all:0.251498
2214 all:1.002172
2215 all:1.008388
2216 all:1.012495
2217 all:1.009837
2218 all:1.006766
2219 all:1.015453
2220 all:0.999264
2221 all:3.6707
2222 all:4.015615
2223 all:4.024019
2224 all:3.676403
2225 all:4.019056
2226 all:4.00694
2227 all:3.648214
2228 all:0.999915
2229 all:0.998097
2230 all:0.249165
2231 all:0.250007
2232 all:0.250477
2233 all:0.25102
2234 all:0.995811
2235 all:0.996622
2236 all:0.998509
2237 all:1.001268
2238 all:1.003578
2239 all:3.634655
2240 all:1.018167
2241 all:1.017568
2242 all:1.001132
2243 all:1.005945
2244 all:4.039393
2245 all:3.676791
2246 all:1.013535
2247 all:1.005709
2248 all:1.002594
2249 all:0.993085
2250 all:0.998642
2251 all:1.006028
2252 all:1.001869
2253 all:1.000064
2254 all:3.665783
2255 all:4.028733
2256 all:4.016522
2257 all:0.851966
2258 all:1.013786
2259 all:1.016655
2260 all:0.846013
2261 all:1.01174
2262 all:1.01201
2263 all:0.848296
2264 all:1.00469
2265 all:1.001287
2266 all:1.005944
2267 all:1.014654
2268 all:1.019933
2269 all:1.013303
2270 all:1.002919
2271 all:1.000819
2272 all:1.009594
2273 all:1.000505
2274 all:1.003382
2275 all:0.853683
2276 all:1.003755
2277 all:0.252063
2278 all:0.250443
2279 all:0.250875
2280 all:0.252509
2281 all:0.84942
2282 all:0.98688
2283 all:0.997653
2284 all:0.839081
2285 all:1.012271
2286 all:1.012912
2287 all:0.250495
2288 all:0.251658
2289 all:0.251386
2290 all:0.250212
2291 all:0.997812
2292 all:1.007056
2293 all:0.994464
2294 all:0.24818
2295 all:0.247856
2296 all:0.247753
2297 all:0.248269
2298 all:1.008199
2299 all:1.017586
2300 all:1.001474
2301 all:0.254461
2302 all:0.251382
2303 all:0.253593
2304 all:0.252243
2305 all:8.973219
2306 all:9.3853
2307 all:9.693886
2308 all:9.195914
2309 all:1.791902
2310 all:2.363654
2311 all:1.752236
2312 all:2.257096
2313 all:9.336899
2314 all:8.831002
2315 all:8.98556
2316 all:9.359992
2317 all:9.059834
2318 all:8.065938
2319 all:9.06633
2320 all:35.823717
2321 all:36.726356
2322 all:34.229395
2323 all:35.787719
2324 all:36.627608
2325 all:35.091312
2326 all:3.007491
2327 all:2.935724
2328 all:4.042242
2329 all:4.023954
2330 all:4.055042
2331 all:3.953763
2332 all:4.018351
2333 all:3.977711
2334 all:3.994747
2335 all:4.003188
2336 all:4.009535
2337 all:4.024101
2338 all:4.040412
2339 all:4.055012
2340 all:4.003045
2341 all:4.006621
2342 all:4.023699
2343 all:3.992605
2344 all:4.067483
2345 all:4.00606
2346 all:4.080079
2347 all:4.032882
2348 all:4.043017
2349 all:4.032569
2350 all:3.066827
2351 all:3.078578
2352 all:3.023535
2353 all:3.985536
2354 all:4.051768
2355 all:4.026586
2356 all:3.933441
2357 all:4.028997
2358 all:4.025062
2359 all:3.907226
2360 all:4.036939
2361 all:4.062535
2362 all:0.961353
2363 all:0.988321
2364 all:0.933998
2365 all:1.00033
2366 all:1.000882
2367 all:0.996128
2368 all:0.99617
2369 all:0.996111
2370 all:4.041313
2371 all:3.887376
2372 all:4.003932
2373 all:1.015999
2374 all:1.000764
2375 all:1.009616
2376 all:1.007746
2377 all:3.957328
2378 all:4.01337
2379 all:4.001229
2380 all:3.926523
2381 all:4.014181
2382 all:4.016598
2383 all:3.894023
2384 all:4.001844
2385 all:3.992698
2386 all:3.906628
2387 all:4.023667
2388 all:4.01975
2389 all:3.953758
2390 all:3.991041
2391 all:4.014674
2392 all:4.004366
2393 all:4.013381
2394 all:3.974462
2395 all:7.807182
2396 all:7.580155
2397 all:9.318421
2398 all:9.050358
2399 all:4.220071
2400 all:3.999471
2401 all:3.988367
2402 all:1.008573
2403 all:1.079642
2404 all:1.022711
2405 all:1.080415
2406 all:0.998253
2407 all:0.997613
2408 all:1.004852
2409 all:0.995289
2410 all:1.001734
2411 all:1.010448
2412 all:1.012926
2413 all:1.016818
2414 all:4.205683
2415 all:4.039973
2416 all:1.007
2417 all:0.998436
2418 all:1.007659
2419 all:1.00512
2420 all:4.167095
2421 all:4.009638
2422 all:4.027177
2423 all:1.014521
2424 all:1.052365
2425 all:1.052222
2426 all:1.017268
2427 all:0.250287
2428 all:0.249818
2429 all:0.251936
2430 all:0.251403
2431 all:1.022167
2432 all:4.02331
2433 all:0.999487
2434 all:1.020447
2435 all:1.030083
2436 all:1.032853
2437 all:1.027145
2438 all:1.015171
2439 all:0.996723
2440 all:0.994184
2441 all:1.016853
2442 all:0.988168
2443 all:4.008602
2444 all:1.020036
2445 all:1.001213
2446 all:0.99244
2447 all:1.019496
2448 all:1.009325
2449 all:0.986638
2450 all:1.011299
2451 all:0.988599
2452 all:4.009827
2453 all:4.048165
2454 all:1.011048
2455 all:1.010244
2456 all:1.011629
2457 all:1.011817
2458 all:4.004411
2459 all:4.03806
2460 all:1.011414
2461 all:1.01278
2462 all:1.011139
2463 all:1.015416
2464 all:1.001253
2465 all:1.000242
2466 all:1.012454
2467 all:1.005309
2468 all:2.922087
2469 all:3.471464
2470 all:0.995461
2471 all:0.994552
2472 all:1.002222
2473 all:0.998667
2474 all:4.847045
2475 all:3.9877
2476 all:4.458139
2477 all:1.012352
2478 all:1.016747
2479 all:1.016241
2480 all:1.267711
2481 all:1.013532
2482 all:0.251248
2483 all:0.251033
2484 all:0.251121
2485 all:0.25087
2486 all:1.007826
2487 all:1.253181
2488 all:0.247964
2489 all:0.247966
2490 all:0.253302
2491 all:0.251618
2492 all:0.250794
2493 all:0.24957
2494 all:0.250193
2495 all:0.250138
2496 all:0.252396
2497 all:0.251592
2498 all:0.251351
2499 all:0.250566
2500 all:0.966286
2501 all:0.250734
2502 all:0.251779
2503 all:0.250542
2504 all:0.250713
2505 all:1.011491
2506 all:0.553096
2507 all:1.004816
2508 all:0.249626
2509 all:0.251579
2510 all:0.250163
2511 all:0.249621
2512 all:0.248332
2513 all:0.249384
2514 all:0.249944
2515 all:0.248883
2516 all:0.285445
2517 all:0.249318
2518 all:0.301569
2519 all:0.248862
2520 all:1.005827
2521 all:0.248512
2522 all:0.248017
2523 all:0.248245
2524 all:0.248477
2525 all:0.250191
2526 all:0.251263
2527 all:0.271797
2528 all:0.191315
2529 all:1.014324
2530 all:1.011967
2531 all:0.914996
2532 all:0.984328
2533 all:0.249901
2534 all:0.249295
2535 all:0.249557
2536 all:0.249619
2537 all:0.840315
2538 all:0.999627
2539 all:1.001622
2540 all:0.806281
2541 all:0.989878
2542 all:0.996678
2543 all:1.002253
2544 all:0.990075
2545 all:0.997799
2546 all:1.275499
2547 all:0.990857
2548 all:0.985789
2549 all:0.982959
2550 all:0.633132
2551 all:1.00346
2552 all:0.998271
2553 all:0.998267
2554 all:0.878398
2555 all:1.025363
2556 all:1.007311
2557 all:0.994312
2558 all:1.272721
2559 all:1.032648
2560 all:1.005905
2561 all:0.992624
2562 all:0.250599
2563 all:0.250263
2564 all:0.248722
2565 all:0.249055
2566 all:0.690297
2567 all:1.038491
2568 all:1.006763
2569 all:1.000412
2570 all:0.987255
2571 all:1.244673
2572 all:1.03316
2573 all:0.997825
2574 all:1.00368
2575 all:0.990216
2576 all:0.996735
2577 all:0.810658
2578 all:1.02421
2579 all:0.992932
2580 all:1.004362
2581 all:0.99477
2582 all:1.001271
2583 all:1.442696
2584 all:7.433404
2585 all:7.588142
2586 all:8.960185
2587 all:9.013134
2588 all:9.04224
2589 all:8.968246
2590 all:8.968451
2591 all:8.981655
2592 all:8.990301
2593 all:9.05877
2594 all:8.889359
2595 all:8.97128
2596 all:9.049866
2597 all:9.031136
2598 all:9.029558
2599 all:8.972607
2600 all:7.671954
2601 all:7.671273
2602 all:8.940413
2603 all:8.980121
2604 all:8.977385
2605 all:9.022862
2606 all:8.920988
2607 all:8.960864
2608 all:8.96645
2609 all:8.992468
2610 all:8.96548
2611 all:8.963392
2612 all:9.018923
2613 all:9.057465
2614 all:8.912614
2615 all:8.997957
2616 all:7.647898
2617 all:7.569372
2618 all:8.939075
2619 all:8.939653
2620 all:8.955599
2621 all:8.98198
2622 all:8.948371
2623 all:8.969223
2624 all:1.007019
2625 all:0.992094
2626 all:0.999661
2627 all:0.99674
2628 all:4.037188
2629 all:4.005017
2630 all:3.990083
2631 all:3.986022
2632 all:3.982924
2633 all:3.966022
2634 all:3.989246
2635 all:3.986907
2636 all:4.009726
2637 all:3.963406
2638 all:4.077121
2639 all:3.954023
2640 all:4.086647
2641 all:3.979942
2642 all:4.072201
2643 all:3.991896
2644 all:3.991366
2645 all:7.604902
2646 all:7.490441
2647 all:2.924885
2648 all:9.004936
2649 all:8.96585
2650 all:3.983059
2651 all:4.003813
2652 all:4.0329
2653 all:3.981621
2654 all:3.999642
2655 all:3.951787
2656 all:4.025517
2657 all:3.964487
2658 all:3.976044
2659 all:4.006826
2660 all:4.00068
2661 all:4.002111
2662 all:3.969498
2663 all:4.059481
2664 all:3.997082
2665 all:0.990484
2666 all:0.997972
2667 all:0.987468
2668 all:1.000808
2669 all:3.965491
2670 all:4.097842
2671 all:4.01324
2672 all:3.979951
2673 all:3.978869
2674 all:4.08074
2675 all:3.991616
2676 all:3.981367
2677 all:3.989643
2678 all:4.034447
2679 all:0.984786
2680 all:1.039241
2681 all:0.989159
2682 all:0.252103
2683 all:0.250532
2684 all:0.25256
2685 all:0.250993
2686 all:1.049708
2687 all:0.992948
2688 all:1.041412
2689 all:0.988837
2690 all:4.0653
2691 all:4.013113
2692 all:3.984607
2693 all:3.97737
2694 all:3.92578
2695 all:4.021557
2696 all:0.987792
2697 all:1.006548
2698 all:0.986333
2699 all:0.973139
2700 all:4.005688
2701 all:4.001668
2702 all:3.954081
2703 all:3.877728
2704 all:4.153341
2705 all:4.142966
2706 all:3.770348
2707 all:4.031291
2708 all:4.021505
2709 all:3.800987
2710 all:4.022912
2711 all:4.002737
2712 all:3.788815
2713 all:3.943049
2714 all:4.003085
2715 all:3.69427
2716 all:4.013743
2717 all:4.011898
2718 all:3.744388
2719 all:3.988461
2720 all:4.014148
2721 all:3.774469
2722 all:4.0272
2723 all:4.00987
2724 all:3.762722
2725 all:4.020331
2726 all:1.008713
2727 all:0.994852
2728 all:0.991023
2729 all:1.013472
2730 all:3.798685
2731 all:3.979589
2732 all:3.944666
2733 all:8.809902
2734 all:8.998473
2735 all:8.799851
2736 all:8.923408
2737 all:8.884668
2738 all:9.007553
2739 all:8.990496
2740 all:9.033514
2741 all:8.968487
2742 all:9.080631
2743 all:9.039401
2744 all:9.026637
2745 all:4.240553
2746 all:1.012168
2747 all:1.027774
2748 all:0.993683
2749 all:1.008354
2750 all:1.037223
2751 all:1.04058
2752 all:0.99527
2753 all:1.01442
2754 all:4.226468
2755 all:0.992972
2756 all:1.001943
2757 all:0.999613
2758 all:0.996383
2759 all:4.006988
2760 all:1.072647
2761 all:1.015226
2762 all:1.088273
2763 all:1.012206
2764 all:3.993542
2765 all:4.005674
2766 all:4.207243
2767 all:4.024585
2768 all:4.022949
2769 all:4.171193
2770 all:4.0111
2771 all:3.990442
2772 all:1.077561
2773 all:1.002953
2774 all:1.076022
2775 all:0.999921
2776 all:1.019532
2777 all:1.008462
2778 all:0.998211
2779 all:1.001102
2780 all:3.989515
2781 all:0.249886
2782 all:0.252004
2783 all:0.287087
2784 all:0.286705
2785 all:1.001792
2786 all:0.289805
2787 all:0.249903
2788 all:0.2499
2789 all:0.288321
2790 all:0.991526
2791 all:1.002725
2792 all:0.992713
2793 all:0.249813
2794 all:0.250125
2795 all:0.2501
2796 all:0.249746
2797 all:0.24975
2798 all:0.249341
2799 all:0.249475
2800 all:0.249617
2801 all:0.989777
2802 all:0.983625
2803 all:0.247432
2804 all:0.245651
2805 all:0.245843
2806 all:0.24723
2807 all:0.980461
2808 all:1.076176
2809 all:0.98852
2810 all:1.02533
2811 all:0.964171
2812 all:0.987927
2813 all:0.98385
2814 all:0.979257
2815 all:0.985408
2816 all:0.987433
2817 all:0.989895
2818 all:0.98367
2819 all:0.980772
2820 all:1.029095
2821 all:1.004638
2822 all:1.047574
2823 all:0.984801
2824 all:3.993759
2825 all:3.965246
2826 all:9.129521
2827 all:9.038915
2828 all:9.051489
2829 all:8.981662
2830 all:9.01225
2831 all:9.245648
2832 all:9.101147
2833 all:9.142367
2834 all:9.344952
2835 all:9.034557
2836 all:9.326338
2837 all:9.126773
2838 all:3.964356
2839 all:4.027011
2840 all:4.019706
2841 all:3.993191
2842 all:4.033544
2843 all:4.026009
2844 all:3.995872
2845 all:4.014006
2846 all:4.019384
2847 all:3.978619
2848 all:3.998074
2849 all:4.024808
2850 all:3.979942
2851 all:4.017181
2852 all:3.982886
2853 all:4.006158
2854 all:4.008264
2855 all:3.999216
2856 all:4.024606
2857 all:4.018869
2858 all:4.079105
2859 all:4.030703
2860 all:4.158982
2861 all:4.287225
2862 all:4.108643
2863 all:4.146374
2864 all:4.018822
2865 all:9.153179
2866 all:9.072933
2867 all:9.058107
2868 all:9.070507
2869 all:4.051163
2870 all:1.026709
2871 all:1.01912
2872 all:1.013987
2873 all:1.028582
2874 all:1.017863
