t matrices
d mo11
a matrix=mo11 sqmi 0 zcentroid sqmi
2875 all:1.025118
2876 all:1.139103
2877 all:1.022962
2878 all:4.047135
2879 all:4.142107
2880 all:4.200786
2881 all:3.996468
2882 all:4.061887
2883 all:4.026848
2884 all:4.29939
2885 all:4.09533
2886 all:4.018692
2887 all:4.047563
2888 all:4.039696
2889 all:4.049054
2890 all:4.052907
2891 all:4.028083
2892 all:4.024623
2893 all:9.091899
2894 all:9.061885
2895 all:9.091547
2896 all:9.072447
2897 all:3.980697
2898 all:3.877074
2899 all:3.838763
2900 all:4.034499
2901 all:3.919741
2902 all:4.026245
2903 all:4.03773
2904 all:4.03357
2905 all:4.057618
2906 all:9.075477
2907 all:9.057243
2908 all:9.032575
2909 all:9.056962
2910 all:3.799114
2911 all:3.767178
2912 all:3.728452
2913 all:4.401954
2914 all:4.006906
2915 all:4.012659
2916 all:3.995665
2917 all:4.498654
2918 all:4.022379
2919 all:4.039586
2920 all:4.031482
2921 all:9.070501
2922 all:9.014153
2923 all:4.372719
2924 all:9.057716
2925 all:9.042404
2926 all:4.244367
2927 all:36.066336
2928 all:35.660958
2929 all:36.326003
2930 all:35.675913
2931 all:35.43532
2932 all:9.101256
2933 all:9.064672
2934 all:8.997383
2935 all:8.990119
2936 all:35.615138
2937 all:8.784154
2938 all:9.086414
2939 all:8.95347
2940 all:9.099734
2941 all:8.991376
2942 all:9.017484
2943 all:8.951135
2944 all:8.995692
2945 all:35.835262
2946 all:9.018877
2947 all:9.05234
2948 all:9.019704
2949 all:35.650815
2950 all:9.091815
2951 all:9.117409
2952 all:9.055439
2953 all:9.207209
2954 all:9.065185
2955 all:36.087572
2956 all:4.162487
2957 all:4.03735
2958 all:4.005869
2959 all:4.204682
2960 all:4.006647
2961 all:3.99939
2962 all:4.140639
2963 all:4.007561
2964 all:4.006175
2965 all:9.00468
2966 all:8.914307
2967 all:9.031581
2968 all:8.947333
2969 all:9.151319
2970 all:9.056589
2971 all:9.188508
2972 all:9.101279
2973 all:35.735428
2974 all:33.496335
2975 all:31.269595
2976 all:37.771483
2977 all:34.650678
2978 all:32.858902
2979 all:35.230981
2980 all:35.279605
2981 all:8.571091
2982 all:8.981164
2983 all:8.55707
2984 all:8.999607
2985 all:35.236815
2986 all:35.178466
2987 all:35.069415
2988 all:34.980103
2989 all:4.012424
2990 all:3.697618
2991 all:4.034035
2992 all:3.997918
2993 all:4.031448
2994 all:3.728619
2995 all:4.01124
2996 all:4.028559
2997 all:3.754965
2998 all:8.575808
2999 all:9.054525
3000 all:8.565175
3001 all:9.075321
3002 all:34.437256
3003 all:35.199004
3004 all:3.616155
3005 all:4.079569
3006 all:4.050722
3007 all:3.644179
3008 all:4.043651
3009 all:4.042501
3010 all:3.475951
3011 all:3.798812
3012 all:3.752902
3013 all:36.228095
3014 all:9.024227
3015 all:9.009454
3016 all:9.062901
3017 all:8.995531
3018 all:9.014752
3019 all:9.043342
3020 all:9.012783
3021 all:9.070458
3022 all:3.957012
3023 all:4.003408
3024 all:3.990387
3025 all:7.676441
3026 all:6.154005
3027 all:49.759598
3028 all:49.484708
3029 all:52.368708
3030 all:47.525479
3031 all:3.9417
3032 all:4.016227
3033 all:4.001101
3034 all:3.95307
3035 all:4.017686
3036 all:4.030282
3037 all:3.656214
3038 all:3.798719
3039 all:3.758517
3040 all:11.453232
3041 all:9.28228
3042 all:11.381738
3043 all:8.948265
3044 all:36.272735
3045 all:36.587836
3046 all:9.098611
3047 all:9.229954
3048 all:8.825698
3049 all:9.394445
3050 all:4.098706
3051 all:4.035583
3052 all:4.045618
3053 all:4.093006
3054 all:4.055294
3055 all:4.04916
3056 all:4.025996
3057 all:4.104373
3058 all:4.08107
3059 all:9.21758
3060 all:9.132158
3061 all:9.26919
3062 all:9.079329
3063 all:9.141125
3064 all:12.241773
3065 all:9.155342
3066 all:12.35378
3067 all:36.556781
3068 all:9.062207
3069 all:9.097197
3070 all:9.293509
3071 all:9.366257
3072 all:37.241084
3073 all:43.897415
3074 all:36.320674
3075 all:36.411962
3076 all:4.036088
3077 all:3.999442
3078 all:3.99856
3079 all:3.995588
3080 all:4.032235
3081 all:4.025328
3082 all:3.983484
3083 all:3.924495
3084 all:4.038118
3085 all:36.114949
3086 all:36.221921
3087 all:36.150233
3088 all:36.390467
3089 all:36.31325
3090 all:35.681856
3091 all:36.311337
3092 all:4.108156
3093 all:3.996713
3094 all:3.938203
3095 all:4.09126
3096 all:4.008502
3097 all:3.904994
3098 all:4.075652
3099 all:4.041926
3100 all:4.005428
3101 all:36.233136
3102 all:4.050408
3103 all:4.01193
3104 all:3.998656
3105 all:4.11976
3106 all:4.069386
3107 all:4.062552
3108 all:4.094305
3109 all:4.066856
3110 all:4.008558
3111 all:9.021786
3112 all:8.611194
3113 all:8.392509
3114 all:9.014494
3115 all:8.824116
3116 all:9.011526
3117 all:8.648974
3118 all:9.109341
3119 all:36.450209
3120 all:35.973157
3121 all:9.206987
3122 all:8.994752
3123 all:9.362568
3124 all:9.112435
3125 all:34.358802
3126 all:35.188558
3127 all:35.758297
3128 all:34.958344
3129 all:37.257444
3130 all:33.677272
3131 all:8.400403
3132 all:9.146439
3133 all:8.298203
3134 all:9.018444
3135 all:9.04812
3136 all:8.95445
3137 all:9.02429
3138 all:8.998817
3139 all:35.329123
3140 all:37.537307
3141 all:33.166513
3142 all:8.250627
3143 all:9.02405
3144 all:8.171076
3145 all:9.049479
3146 all:36.218431
3147 all:35.919493
3148 all:35.358556
3149 all:35.237743
3150 all:35.503828
3151 all:34.961115
3152 all:3.875354
3153 all:3.999689
3154 all:4.009267
3155 all:3.875392
3156 all:3.989765
3157 all:3.998294
3158 all:3.911654
3159 all:4.017638
3160 all:4.019974
3161 all:34.977088
3162 all:35.514112
3163 all:34.925403
3164 all:8.982777
3165 all:8.954768
3166 all:8.999856
3167 all:8.853864
3168 all:36.236941
3169 all:35.72769
3170 all:7.461319
3171 all:8.99282
3172 all:8.903204
3173 all:7.569409
3174 all:8.955788
3175 all:8.927359
3176 all:8.765907
3177 all:8.767044
3178 all:32.872424
3179 all:8.92037
3180 all:8.899236
3181 all:8.837681
3182 all:8.768202
3183 all:33.348107
3184 all:15.417066
3185 all:13.370996
3186 all:3.869721
3187 all:4.023679
3188 all:4.025481
3189 all:3.894616
3190 all:4.005615
3191 all:4.021515
3192 all:3.835877
3193 all:3.960239
3194 all:4.020352
3195 all:4.013055
3196 all:4.043864
3197 all:4.026338
3198 all:4.009614
3199 all:4.053667
3200 all:4.017731
3201 all:3.967273
3202 all:4.019675
3203 all:3.965348
3204 all:3.901722
3205 all:4.072126
3206 all:4.026166
3207 all:3.868837
3208 all:4.021895
3209 all:4.014515
3210 all:3.874271
3211 all:3.988811
3212 all:3.996717
3213 all:3.967517
3214 all:4.039239
3215 all:4.030259
3216 all:3.986671
3217 all:4.05754
3218 all:4.036192
3219 all:3.914578
3220 all:4.087337
3221 all:4.070747
3222 all:8.81238
3223 all:8.981849
3224 all:8.860046
3225 all:8.83541
3226 all:4.023232
3227 all:4.004834
3228 all:4.037362
3229 all:4.054476
3230 all:4.029473
3231 all:4.041616
3232 all:4.036538
3233 all:4.031299
3234 all:4.049448
3235 all:9.043105
3236 all:8.670709
3237 all:8.465565
3238 all:8.342041
3239 all:4.167127
3240 all:3.999891
3241 all:4.046677
3242 all:4.127267
3243 all:4.002781
3244 all:4.043403
3245 all:3.323206
3246 all:3.362254
3247 all:3.591219
3248 all:6.50125
3249 all:29.520431
3250 all:45.415858
3251 all:17.851098
3252 all:8.96609
3253 all:9.034775
3254 all:8.89412
3255 all:9.059355
3256 all:4.044172
3257 all:4.032117
3258 all:12.163762
3259 all:4.038839
3260 all:4.066314
3261 all:5.964568
3262 all:4.006217
3263 all:3.995402
3264 all:4.04268
3265 all:2.00805
3266 all:4.023877
3267 all:2.007363
3268 all:4.021366
3269 all:2.006291
3270 all:3.956932
3271 all:4.050627
3272 all:4.030637
3273 all:3.948017
3274 all:4.046784
3275 all:4.020457
3276 all:3.940094
3277 all:4.039314
3278 all:4.008484
3279 all:5.885647
3280 all:4.040674
3281 all:4.022854
3282 all:5.854866
3283 all:4.071341
3284 all:4.038268
3285 all:5.795829
3286 all:4.046504
3287 all:4.046956
3288 all:4.011266
3289 all:1.994003
3290 all:3.998969
3291 all:1.982896
3292 all:4.045126
3293 all:2.005775
3294 all:3.921972
3295 all:4.017461
3296 all:4.042984
3297 all:3.97941
3298 all:4.029199
3299 all:4.005705
3300 all:4.02409
3301 all:4.097219
3302 all:4.036634
3303 all:5.782036
3304 all:4.033084
3305 all:4.010516
3306 all:5.703525
3307 all:4.006014
3308 all:4.002276
3309 all:5.746729
3310 all:4.104473
3311 all:4.098878
3312 all:3.939438
3313 all:2.002835
3314 all:3.864849
3315 all:2.014945
3316 all:3.658784
3317 all:1.902146
3318 all:3.941752
3319 all:4.025138
3320 all:4.016916
3321 all:3.943158
3322 all:4.015443
3323 all:4.016308
3324 all:3.829439
3325 all:3.87457
3326 all:3.814903
3327 all:5.627414
3328 all:4.018411
3329 all:4.01655
3330 all:5.621853
3331 all:4.006251
3332 all:4.045033
3333 all:5.607298
3334 all:3.994153
3335 all:3.996287
3336 all:1.920932
3337 all:1.193762
3338 all:7.962927
3339 all:5.610006
3340 all:4.019513
3341 all:4.009955
3342 all:5.5066
3343 all:8.938578
3344 all:4.606722
3345 all:14.295943
3346 all:35.847906
3347 all:33.089592
3348 all:36.296985
3349 all:17.840133
3350 all:39.516783
3351 all:34.829922
3352 all:34.729387
3353 all:27.798907
3354 all:9.572611
3355 all:9.039894
3356 all:9.393719
3357 all:9.286669
3358 all:9.151823
3359 all:9.319413
3360 all:9.494136
3361 all:9.48953
3362 all:8.431682
3363 all:9.630266
3364 all:8.694565
3365 all:9.421717
3366 all:23.663864
3367 all:9.46613
3368 all:9.19959
3369 all:9.062641
3370 all:9.077913
3371 all:4.135907
3372 all:3.86892
3373 all:4.028594
3374 all:4.153753
3375 all:4.095004
3376 all:4.038931
3377 all:4.046013
3378 all:4.066945
3379 all:4.067564
3380 all:3.969567
3381 all:4.14471
3382 all:4.052904
3383 all:3.977527
3384 all:4.004908
3385 all:4.010578
3386 all:3.949277
3387 all:4.005128
3388 all:4.014495
3389 all:9.104219
3390 all:4.458736
3391 all:27.130193
3392 all:9.047201
3393 all:9.003961
3394 all:4.650125
3395 all:4.673457
3396 all:3.781645
3397 all:4.082126
3398 all:4.084394
3399 all:2.138746
3400 all:4.55538
3401 all:10.236431
3402 all:9.080361
3403 all:8.970892
3404 all:9.1183
3405 all:8.965019
3406 all:28.966862
3407 all:8.568967
3408 all:9.175233
3409 all:9.028031
3410 all:9.054087
3411 all:9.083717
3412 all:9.092033
3413 all:9.072638
3414 all:9.107176
3415 all:8.930841
3416 all:9.012997
3417 all:9.099207
3418 all:9.045155
3419 all:4.061816
3420 all:4.024438
3421 all:4.061782
3422 all:4.072069
3423 all:4.029973
3424 all:4.059201
3425 all:3.874366
3426 all:3.705519
3427 all:3.785801
3428 all:3.951632
3429 all:4.034976
3430 all:4.017713
3431 all:3.979602
3432 all:4.011417
3433 all:4.039224
3434 all:3.977015
3435 all:3.942568
3436 all:3.903345
3437 all:9.030706
3438 all:9.022286
3439 all:9.044281
3440 all:9.129573
3441 all:8.85298
3442 all:9.124989
3443 all:4.028508
3444 all:4.024841
3445 all:3.999749
3446 all:4.05048
3447 all:4.033547
3448 all:4.014543
3449 all:3.821947
3450 all:3.822338
3451 all:3.802577
3452 all:2.007286
3453 all:4.013485
3454 all:2.016395
3455 all:4.019125
3456 all:1.906964
3457 all:3.784072
3458 all:9.217088
3459 all:9.160355
3460 all:5.820792
3461 all:10.409035
3462 all:4.180327
3463 all:4.191789
3464 all:5.400568
3465 all:2.020474
3466 all:3.633173
3467 all:4.937669
3468 all:9.021828
3469 all:9.043837
3470 all:9.039869
3471 all:9.05431
3472 all:4.061111
3473 all:3.999053
3474 all:4.019891
3475 all:4.054555
3476 all:4.000285
3477 all:4.00161
3478 all:4.061954
3479 all:4.002248
3480 all:4.007499
3481 all:8.966062
3482 all:9.068988
3483 all:9.066996
3484 all:9.032859
3485 all:4.059092
3486 all:4.032231
3487 all:4.046907
3488 all:4.06485
3489 all:4.027967
3490 all:4.018379
3491 all:4.099496
3492 all:4.072432
3493 all:4.014
3494 all:2.892632
3495 all:2.425245
3496 all:2.560057
3497 all:6.025657
3498 all:5.983644
3499 all:35.890784
3500 all:36.007386
3501 all:4.074149
3502 all:4.046994
3503 all:3.872909
3504 all:4.065133
3505 all:4.063501
3506 all:3.863505
3507 all:4.062561
3508 all:4.043854
3509 all:3.833769
3510 all:2.301295
3511 all:1.978016
3512 all:2.709253
3513 all:3.008435
3514 all:3.002627
3515 all:8.998842
3516 all:8.977675
3517 all:3.976259
3518 all:3.997993
3519 all:3.97759
3520 all:3.994466
3521 all:3.993717
3522 all:3.977456
3523 all:4.010559
3524 all:4.004884
3525 all:4.049125
3526 all:8.926352
3527 all:9.012176
3528 all:9.106309
3529 all:9.105658
3530 all:8.977792
3531 all:9.071807
3532 all:9.075491
3533 all:9.12312
3534 all:4.017546
3535 all:4.014965
3536 all:3.98132
3537 all:4.023285
3538 all:4.011415
3539 all:3.971048
3540 all:4.03611
3541 all:4.041131
3542 all:3.969221
3543 all:4.046372
3544 all:4.01399
3545 all:1.677697
3546 all:1.922328
3547 all:4.081745
3548 all:9.068274
3549 all:9.021893
3550 all:8.92708
3551 all:8.832929
3552 all:8.949318
3553 all:9.036601
3554 all:8.830959
3555 all:8.855949
3556 all:9.000116
3557 all:9.050054
3558 all:8.737889
3559 all:8.941945
3560 all:9.015203
3561 all:8.907945
3562 all:8.949128
3563 all:8.719195
3564 all:4.044158
3565 all:2.875151
3566 all:1.73272
3567 all:4.04574
3568 all:2.188185
3569 all:36.439964
3570 all:9.008834
3571 all:9.070293
3572 all:9.083405
3573 all:9.235749
3574 all:9.087155
3575 all:8.971774
3576 all:9.178266
3577 all:9.182536
3578 all:9.012839
3579 all:9.045874
3580 all:9.041649
3581 all:9.132895
3582 all:8.962616
3583 all:9.031501
3584 all:8.996666
3585 all:8.96733
3586 all:3.987231
3587 all:4.005661
3588 all:4.021461
3589 all:4.028211
3590 all:3.977825
3591 all:4.005208
3592 all:4.012443
3593 all:4.000893
3594 all:4.001434
3595 all:3.9904
3596 all:4.026772
3597 all:3.97368
3598 all:3.951275
3599 all:3.989692
3600 all:4.000145
3601 all:4.04717
3602 all:4.049919
3603 all:4.00758
3604 all:9.019167
3605 all:8.990167
3606 all:9.042444
3607 all:8.986086
3608 all:36.03824
3609 all:9.019392
3610 all:9.086226
3611 all:8.967548
3612 all:8.901577
3613 all:9.02524
3614 all:8.975969
3615 all:8.963685
3616 all:8.983992
3617 all:35.938798
3618 all:3.95956
3619 all:4.011767
3620 all:3.954486
3621 all:3.989918
3622 all:4.002451
3623 all:3.945841
3624 all:3.915105
3625 all:4.130694
3626 all:4.016614
3627 all:35.719226
3628 all:35.559423
3629 all:9.018936
3630 all:8.943783
3631 all:9.002592
3632 all:8.876073
