  inode  jnode                  timau               result
   8379  11763                .580887               .580887 
   8380   8382                .440003               .440003 
   8380   8386               1.561454              1.561454 
   8381   8449               1.578873              1.578873 
   8381  11902                .779158               .779158 
   8381  11909               1.688024              1.688024 
   8382   2326                   3.87                  3.87 
   8382   8380                .644581               .644581 
   8382   8564               2.852999              2.852999 
   8383   8082               4.331929              4.331929 
   8383   8298               1.256621              1.256621 
   8383   8523               2.824981              2.824981 
   8383  23586               1.969006              1.969006 
   8384   8339                .656948               .656948 
   8384   8392               1.480424              1.480424 
   8384   8404                .472982               .472982 
   8385   8350                .579116               .579116 
   8385   8378                .865451               .865451 
   8385   8412                .950311               .950311 
   8385   8514               3.218925              3.218925 
   8386   8351               1.002234              1.002234 
   8386   8380                1.66428               1.66428 
   8386  15226                .460851               .460851 
   8387    738                   1.56                  1.56 
   8387   8349               1.048844              1.048844 
   8387   8393               2.651302              2.651302 
   8387  15040               1.796234              1.796234 
   8387  17075                1.29205               1.29205 
   8388   8259               1.472451              1.472451 
   8388   8323               1.368921              1.368921 
   8388   8501                2.08424               2.08424 
   8388   8532               2.930579              2.930579 
   8389   8256               1.771205              1.771205 
   8389   8455               1.157866              1.157866 
   8390    719                   2.97                  2.97 
   8390   8217               1.918635              1.918635 
   8390   8350               5.470443              5.470443 
   8390   8394               2.111303              2.111303 
   8390   8664               4.046713              4.046713 
   8391   8338                1.08695               1.08695 
   8391   8376               1.735718              1.735718 
   8391   8471                2.41245               2.41245 
   8391   8477               1.080194              1.080194 
   8392   8340               1.036336              1.036336 
   8392   8384               1.424041              1.424041 
   8392   8566               3.578706              3.578706 
   8393   8346                .733516               .733516 
   8393   8387               2.706852              2.706852 
   8393   8476               1.161919              1.161919 
   8394   8357                .347238               .347238 
   8394   8390                1.98528               1.98528 
   8394   8531               1.309607              1.309607 
   8395   8335               1.038715              1.038715 
   8395   8396                .518787               .518787 
   8395  23948                 .69977                .69977 
   8396   8395                  .7528                 .7528 
   8396   8397                .601166               .601166 
   8396  23947               1.823514              1.823514 
   8396  23948                1.34383               1.34383 
   8397   8396                .775533               .775533 
   8397   8398               1.896295              1.896295 
   8397   8540               2.677433              2.677433 
   8398   8397                 1.6541                1.6541 
   8398   8404               2.089516              2.089516 
   8398   8541               2.005283              2.005283 
   8399   8311               1.207806              1.207806 
   8399   8400                .715313               .715313 
   8399   8403                .712403               .712403 
   8399   8521               1.944794              1.944794 
   8400   1792                    .87                   .87 
   8400   8312               1.846834              1.846834 
   8400   8374               3.943257              3.943257 
   8400   8399               1.235122              1.235122 
   8400  17080               1.505729              1.505729 
   8401   8369               2.528633              2.528633 
   8402   8313               1.353414              1.353414 
   8402   8403               2.369553              2.369553 
   8402   8433                .615555               .615555 
   8403   8399               1.161713              1.161713 
   8403   8402               1.881755              1.881755 
   8403   8493                  .6595                 .6595 
   8404   8384                .443074               .443074 
   8404   8398               2.173791              2.173791 
   8404   8563               2.254776              2.254776 
   8405   8345               1.534475              1.534475 
   8405   8406               2.159367              2.159367 
   8405   8554                2.26812               2.26812 
   8406   8341                .954941               .954941 
   8406   8405               1.933786              1.933786 
   8406   8407               1.538416              1.538416 
   8406   8444                .643936               .643936 
   8407    743                   1.59                  1.59 
   8407   8327               1.134027              1.134027 
   8407   8406                1.79155               1.79155 
   8407   8476               1.209948              1.209948 
   8408   8302               4.557989              4.557989 
   8408   8418                .552906               .552906 
   8408   8570               4.047569              4.047569 
   8409   8354                .261911               .261911 
   8409   8410               1.393648              1.393648 
   8409   8445               1.406069              1.406069 
   8410   8409                1.59244               1.59244 
   8410   8442                .840869               .840869 
   8410  16859                .201884               .201884 
   8411   8279               2.855402              2.855402 
   8411   8589                3.49612               3.49612 
   8411   8590               1.944074              1.944074 
   8412   8385                 .95485                .95485 
   8412   8499               1.396641              1.396641 
   8412   8500                .829317               .829317 
   8413   8361                .994717               .994717 
   8413   8414               1.328271              1.328271 
   8413   8583               2.053994              2.053994 
   8414   8362               2.077433              2.077433 
   8414   8413               1.609382              1.609382 
   8414   8534               1.150123              1.150123 
   8415   8273                1.51199               1.51199 
   8415   8417                .882653               .882653 
   8415   8448               3.661115              3.661115 
   8415   8604               2.255142              2.255142 
   8416   8173               1.175111              1.175111 
   8417   8266               2.230374              2.230374 
   8417   8415               1.185376              1.185376 
   8417   8505               1.976018              1.976018 
   8418   2344                   4.38                  4.38 
   8418   8408                .323292               .323292 
   8418   8419               2.707892              2.707892 
   8418   8621               2.763407              2.763407 
   8418   8655               2.937535              2.937535 
   8419   8203               2.498708              2.498708 
   8419   8418               2.891636              2.891636 
   8419   8578               1.941734              1.941734 
   8420   8342               1.380565              1.380565 
   8420   8421               1.135521              1.135521 
   8420   8472                2.72348               2.72348 
   8420   8622                3.10351               3.10351 
   8421   8230               2.362017              2.362017 
   8421   8420               1.284059              1.284059 
   8421   8422                .932101               .932101 
   8422   8068               3.798692              3.798692 
   8422   8421                .953956               .953956 
   8422   8423                .567852               .567852 
   8422   8462                .640846               .640846 
   8423   2334                   2.73                  2.73 
   8423   8336               2.071999              2.071999 
   8423   8422               1.320181              1.320181 
   8423   8494               2.110245              2.110245 
   8424   8429                .629449               .629449 
   8424  22089                .944015               .944015 
   8425   8416                .720107               .720107 
   8426   3507                   2.91                  2.91 
   8426  11962               2.011549              2.011549 
   8426  12498                .965425               .965425 
   8426  15502               1.918348              1.918348 
   8426  19269               2.216145              2.216145 
   8427   8437               1.228728              1.228728 
   8427  10944               2.130715              2.130715 
   8427  11433               3.015037              3.015037 
   8427  16674               1.576066              1.576066 
   8428   8370               1.229018              1.229018 
   8428   8431                  .4087                 .4087 
   8428   8474                .748805               .748805 
   8429   8436                    .12                   .12 
   8430   1773                   1.53                  1.53 
   8430   8548               1.542415              1.542415 
   8430  17084                .740532               .740532 
   8430  17085               1.698509              1.698509 
   8430  17340                .395082               .395082 
   8431  21232               4.227112              4.227112 
   8432   8425                   .096                  .096 
   8433   8402                .651336               .651336 
   8433   8458                .621284               .621284 
   8433   8492                .326401               .326401 
   8434   8472                .877784               .877784 
   8434  19840                .989433               .989433 
   8435   3475                   2.88                  2.88 
   8435   8373               1.018438              1.018438 
   8435  15243               4.690554              4.690554 
   8435  15244               2.257388              2.257388 
   8435  15278               1.192404              1.192404 
   8436   8447                .242096               .242096 
   8437   8427               1.385059              1.385059 
   8437   8438               1.163875              1.163875 
   8437  16677               2.209954              2.209954 
   8438   8437               1.173249              1.173249 
   8438  11983               1.506989              1.506989 
   8438  12045                .852496               .852496 
   8439   8432                .264039               .264039 
   8439   8445                .622613               .622613 
   8439   8447                   .421                  .421 
   8440   2726                     .9                    .9 
   8440   8441               1.045755              1.045755 
   8440  17296                .877101               .877101 
   8440  17300                .939569               .939569 
   8440  18012                 2.3955                2.3955 
   8441   8440               1.250501              1.250501 
   8441   8517               1.074459              1.074459 
   8441  17982               1.627091              1.627091 
   8442   8410                .548243               .548243 
   8442   8443                .402745               .402745 
   8442   8445                .972504               .972504 
   8442   8529               1.657538              1.657538 
   8443   1755                   2.61                  2.61 
   8443   8442               1.035925              1.035925 
   8443   8448               1.702677              1.702677 
   8443   8587               2.338002              2.338002 
   8444   8406                .867166               .867166 
   8444   8554               2.620766              2.620766 
   8444   8560               2.009927              2.009927 
   8445   8409               1.328979              1.328979 
   8445   8439                .521717               .521717 
   8445   8442                .979329               .979329 
   8445   8529               1.135635              1.135635 
   8446   8295               2.284285              2.284285 
   8446   8447                .255787               .255787 
   8446   8543               1.536401              1.536401 
   8447   1767                   1.38                  1.38 
   8447   8439                .674351               .674351 
   8447   8446                .586297               .586297 
   8447  22089                 1.0849                1.0849 
   8448   8356               1.095705              1.095705 
   8448   8415               3.162705              3.162705 
   8448   8443               1.409844              1.409844 
   8448   8603               1.855954              1.855954 
   8449   8381               1.422025              1.422025 
   8449  12055               1.103962              1.103962 
   8449  12079               1.591859              1.591859 
   8449  16679                 1.0922                1.0922 
   8450   8466               1.679449              1.679449 
   8450  11742               1.601148              1.601148 
   8450  16678               1.342359              1.342359 
   8451   2728                   1.62                  1.62 
   8451   8453                .560519               .560519 
   8451  17296               1.107792              1.107792 
   8452   8308                2.02038               2.02038 
   8452   8457               2.493724              2.493724 
   8452   8461                .707604               .707604 
   8452   8595               1.945087              1.945087 
   8453   8451                .361318               .361318 
   8453  20556                .493807               .493807 
   8453  20559                .915378               .915378 
   8454   8304               1.356384              1.356384 
   8454   8459               1.522865              1.522865 
   8454   8593               2.629433              2.629433 
   8455   8233               2.760876              2.760876 
   8455   8389               1.070788              1.070788 
   8455   8519               1.018471              1.018471 
   8456   8519               1.655292              1.655292 
   8456  20556                .396964               .396964 
   8457   8452               2.017732              2.017732 
   8457   8458               1.658318              1.658318 
   8457   8599               2.034986              2.034986 
   8458   1812                   2.31                  2.31 
   8458   8315               2.132611              2.132611 
   8458   8433                .801503               .801503 
   8458   8457                .745231               .745231 
   8458   8518                .945659               .945659 
   8459   8317               1.628067              1.628067 
   8459   8454               1.414237              1.414237 
   8459   8597               1.629347              1.629347 
   8460   2705                   2.94                  2.94 
   8460   8306               1.934437              1.934437 
   8460   8461               1.024582              1.024582 
   8460   8464                1.80954               1.80954 
   8460  24125                .629662               .629662 
   8461   8307               2.725433              2.725433 
   8461   8452               1.643036              1.643036 
   8461   8460               1.297381              1.297381 
   8462   8422               2.573705              2.573705 
   8462   8623               3.287614              3.287614 
   8462   8677               3.373731              3.373731 
   8463   8524               4.353199              4.353199 
   8464   8319               1.616262              1.616262 
   8464   8460               2.012053              2.012053 
   8464   8467                 .82042                .82042 
   8465   8359               1.512029              1.512029 
   8465   8470               1.376633              1.376633 
   8465   8527               1.165385              1.165385 
   8466   8450               1.692523              1.692523 
   8466  12145                .582035               .582035 
   8466  16678               1.511639              1.511639 
   8467   2708                   2.64                  2.64 
   8467   8464                .845734               .845734 
   8467   8471               1.151837              1.151837 
   8467   8630               2.997533              2.997533 
   8468   8538               1.006548              1.006548 
   8468   8539                 .95219                .95219 
   8468  23948                .424538               .424538 
   8469   8472                .224118               .224118 
   8469   8495               3.055278              3.055278 
   8469  19840                .853887               .853887 
   8469  21992               1.765283              1.765283 
   8470   8359               2.023643              2.023643 
   8470   8465               1.376633              1.376633 
   8470   8494                .813593               .813593 
   8471   8333               1.465242              1.465242 
   8471   8391               1.902171              1.902171 
   8471   8467               1.099878              1.099878 
   8471  24037                .333206               .333206 
   8472   8420               2.046367              2.046367 
   8472   8434                .521433               .521433 
   8472   8469                 .44209                .44209 
   8472   8526               2.003204              2.003204 
   8474   8428                .700776               .700776 
   8474   8463                .466248               .466248 
   8474   8496                1.00316               1.00316 
   8475   8282               2.169016              2.169016 
   8475   8353               4.061332              4.061332 
   8475   8510                .798741               .798741 
   8476   8393                 1.0275                1.0275 
   8476   8407                .789332               .789332 
   8476  15065                .530962               .530962 
   8477   8391               1.135946              1.135946 
   8477   8481               1.936056              1.936056 
   8477   8626               1.712797              1.712797 
   8477  24037               2.241101              2.241101 
   8478   8888                1.26559               1.26559 
   8478  12201               2.723933              2.723933 
   8478  12543                1.13329               1.13329 
   8478  12686               1.475933              1.475933 
   8479   8288               1.967454              1.967454 
   8479   8571               2.173653              2.173653 
   8479   8636               1.632949              1.632949 
   8480   8353               1.662813              1.662813 
   8480   8485                .917247               .917247 
   8480   8524               1.178724              1.178724 
   8481   2711                    2.4                   2.4 
   8481   8376               2.044052              2.044052 
   8481   8477               2.266704              2.266704 
   8481   8485               2.257839              2.257839 
   8481  22263               1.076957              1.076957 
   8482   3488                   2.91                  2.91 
   8482  12204               2.436867              2.436867 
   8482  12254               1.066277              1.066277 
   8482  16681               1.377552              1.377552 
   8484   8178                2.71097               2.71097 
   8484   8528               1.935298              1.935298 
   8485   8324               3.741208              3.741208 
   8485   8480               1.006189              1.006189 
   8485   8481               2.073996              2.073996 
   8485   8632                1.97193               1.97193 
   8486   8366               1.591876              1.591876 
   8486   8487               1.502324              1.502324 
   8486   8513                .810139               .810139 
   8486  15040               2.255416              2.255416 
   8487   8375               1.457685              1.457685 
   8487   8486               1.578459              1.578459 
   8487   8641               2.579163              2.579163 
   8488   8453                .727303               .727303 
   8488  20559                .642903               .642903 
   8490   8302               1.986776              1.986776 
   8490   8501               2.129617              2.129617 
   8490   8569                .930064               .930064 
   8491  20533               2.725875              2.725875 
   8492   8433                .476568               .476568 
   8492   8493               2.114866              2.114866 
   8492  23829               2.262938              2.262938 
   8493   8403                .837398               .837398 
   8493   8492               2.147226              2.147226 
   8493  23829                .836449               .836449 
   8494   8423               2.742008              2.742008 
   8494   8470                .480187               .480187 
   8494   8527               1.076071              1.076071 
   8494   8678               2.307551              2.307551 
   8495   8364               2.402808              2.402808 
   8495   8469               2.573878              2.573878 
   8495   8536               1.250895              1.250895 
   8496   8474                .849824               .849824 
   8496  23673               1.495929              1.495929 
   8496  23674                .394223               .394223 
   8497   2717                   3.33                  3.33 
   8497   8303               2.617312              2.617312 
   8497   8510               2.238803              2.238803 
   8497  20010               1.636165              1.636165 
   8498   8377               1.743011              1.743011 
   8498   8515               1.324086              1.324086 
   8498   8537               1.003162              1.003162 
   8499   8412               1.174948              1.174948 
   8499   8584               1.404701              1.404701 
   8500   8412                .884713               .884713 
   8500   8662               1.422146              1.422146 
   8501   8388                2.15843               2.15843 
   8501   8490               2.375538              2.375538 
   8501   8533                .701075               .701075 
   8502   8367               2.677859              2.677859 
   8502   8580               2.627249              2.627249 
   8502  23256               1.049334              1.049334 
   8503   8508               1.122314              1.122314 
   8503   8509               1.117274              1.117274 
   8503   8638               1.326591              1.326591 
   8504   2720                   2.82                  2.82 
   8504   8299                2.95558               2.95558 
   8504   8508                2.14213               2.14213 
   8504   8674               3.698347              3.698347 
   8504  23673               2.160574              2.160574 
   8505   8316               1.697254              1.697254 
   8505   8417               1.812602              1.812602 
   8505   8506                .857523               .857523 
   8505   8619               1.373631              1.373631 
   8506   8316                2.02806               2.02806 
   8506   8505               1.125293              1.125293 
   8506   8507                 .38977                .38977 
   8507   1752                   2.46                  2.46 
   8507   8506                .764204               .764204 
   8507   8525               1.684149              1.684149 
   8507   8651               2.573269              2.573269 
   8508   8503               1.310921              1.310921 
   8508   8504               2.367798              2.367798 
   8508   8686               2.464997              2.464997 
   8509   8293                2.30005               2.30005 
   8509   8503               1.066656              1.066656 
   8509   8512               1.154902              1.154902 
   8509   8577               1.172059              1.172059 
   8510   8475                .624758               .624758 
   8510   8497               2.216182              2.216182 
   8510   8559                .669417               .669417 
   8510  23830               2.466791              2.466791 
   8512   8509                1.13159               1.13159 
   8512   8517               1.081827              1.081827 
   8512   8607               1.069588              1.069588 
   8513    735                   2.91                  2.91 
   8513   8486                .719483               .719483 
   8513   8639               2.877081              2.877081 
   8513   8640               3.680396              3.680396 
   8514   8385               3.185279              3.185279 
   8514   8664               2.110354              2.110354 
   8514   8701               1.857685              1.857685 
   8515   1749                    1.8                   1.8 
   8515   8498               1.713383              1.713383 
   8515   8525               1.186757              1.186757 
   8515   8557               1.573078              1.573078 
   8516   8480                  .7047                 .7047 
   8516  21230                3.38235               3.38235 
   8517   8441               1.048588              1.048588 
   8517   8512                1.05138               1.05138 
   8517   8594               1.171896              1.171896 
   8518   8458               1.803124              1.803124 
   8518   8600                .954074               .954074 
   8518   8608               1.451914              1.451914 
   8519   2732                   2.79                  2.79 
   8519   8455               1.157412              1.157412 
   8519   8456               1.245506              1.245506 
   8519   8835               2.738295              2.738295 
   8520   8523               1.359287              1.359287 
   8520   8555                .999462               .999462 
   8520  23586                .202736               .202736 
   8521   8399               2.011413              2.011413 
   8521   8552                 .78102                .78102 
   8521  23829                .355871               .355871 
   8522   3485                   2.91                  2.91 
   8522   8902               3.352754              3.352754 
   8522  12255               1.680066              1.680066 
   8522  12275               1.812523              1.812523 
   8522  16678                1.12322               1.12322 
   8523   8383               2.750524              2.750524 
   8523   8520               1.380623              1.380623 
   8523   8585                2.60785               2.60785 
   8524  21192               3.157495              3.157495 
   8525   8325               3.127453              3.127453 
   8525   8507               1.686636              1.686636 
   8525   8515               1.152414              1.152414 
   8525   8574                1.77959               1.77959 
   8526   8472               3.208632              3.208632 
   8526  21992                .685844               .685844 
   8526  21995               1.776467              1.776467 
   8526  23613               1.171096              1.171096 
   8527   8465                .928822               .928822 
   8527   8494                1.10291               1.10291 
   8527   8679                1.91168               1.91168 
   8528   8484                1.78097               1.78097 
   8528   8666               1.555956              1.555956 
   8528  15020                1.17523               1.17523 
   8529   8442               1.494543              1.494543 
   8529   8445               1.104701              1.104701 
   8529   8543               1.788046              1.788046 
   8529   8565                .890573               .890573 
   8530   8363               2.151157              2.151157 
   8530   8534               2.629563              2.629563 
   8530   8584                .980145               .980145 
   8531   8322               5.309433              5.309433 
   8531   8394               1.252331              1.252331 
   8531   8556                .733922               .733922 
   8532   8388               1.710516              1.710516 
   8532   8533               1.494366              1.494366 
   8532   8556               1.362607              1.362607 
   8532   8709               3.028683              3.028683 
   8533   8501                .581347               .581347 
   8533   8532               2.125324              2.125324 
   8533   8567                .730334               .730334 
   8534   8414               1.137241              1.137241 
   8534   8530               2.629433              2.629433 
   8534   8660               1.438016              1.438016 
   8535   8368               2.923935              2.923935 
   8535   8536                .483203               .483203 
   8535   8573                .754312               .754312 
   8535  23263               1.529642              1.529642 
   8536   8495                .903627               .903627 
   8536   8535                 .92554                .92554 
   8536  23257                .223408               .223408 
   8537   8498                .635854               .635854 
   8537   8557                .906414               .906414 
   8537   8572               2.169816              2.169816 
   8537   8720               1.390805              1.390805 
   8538   8468                .978538               .978538 
   8538   8539                 .57384                .57384 
   8538   8572                .893625               .893625 
   8539   8468                .868504               .868504 
   8539   8538                .546198               .546198 
   8539   8540                .947278               .947278 
   8539   8561                .789623               .789623 
   8540   1743                   2.49                  2.49 
   8540   8397               2.615869              2.615869 
   8540   8539               1.984365              1.984365 
   8540   8541               1.746142              1.746142 
   8541   8398                1.82729               1.82729 
   8541   8540               1.341415              1.341415 
   8541   8562                .881656               .881656 
   8543   1768                   1.44                  1.44 
   8543   8446               1.308135              1.308135 
   8543   8529               1.602572              1.602572 
   8543   8549                 .79349                .79349 
   8543   8670               1.511949              1.511949 
   8544   8545                .340306               .340306 
   8544  23256                .477969               .477969 
   8544  23258               1.555762              1.555762 
   8545   8628               1.582866              1.582866 
   8545  23259                .340353               .340353 
   8547   8810               3.581716              3.581716 
   8547  21237               1.049841              1.049841 
   8548   1770                    .72                   .72 
   8548   8430               1.378731              1.378731 
   8548   8549               1.107848              1.107848 
   8548   8609               1.370932              1.370932 
   8548  15076                .715663               .715663 
   8549   1772                    .78                   .78 
   8549   8543               1.774948              1.774948 
   8549   8548               1.467894              1.467894 
   8549   8602               1.410733              1.410733 
   8549  17085                .351295               .351295 
   8550   8620               1.344341              1.344341 
   8550  15065               1.034369              1.034369 
   8551   2714                   2.25                  2.25 
   8551   8559                2.44017               2.44017 
   8551   8832                4.08746               4.08746 
   8551  23830                .721863               .721863 
   8552   8521               1.015894              1.015894 
   8552   8553               3.827921              3.827921 
   8552   8596               2.576596              2.576596 
   8553   8552               1.345603              1.345603 
   8553   8612               1.981475              1.981475 
   8553  15076               1.173139              1.173139 
   8553  17080               1.080151              1.080151 
   8554   1737                   3.09                  3.09 
   8554   8405               2.034214              2.034214 
   8554   8444               2.448749              2.448749 
   8554   8575               1.644513              1.644513 
   8555   8520               1.351943              1.351943 
   8555   8625               1.322481              1.322481 
   8555  20768                 3.8405                3.8405 
   8556   8531               1.263401              1.263401 
   8556   8532               1.790725              1.790725 
   8556   8707               4.122601              4.122601 
   8557   8515               1.187081              1.187081 
   8557   8537               1.143944              1.143944 
   8557   8574               1.031416              1.031416 
   8558   3539                   2.88                  2.88 
   8558   8163               1.866086              1.866086 
   8558   8586               2.251178              2.251178 
   8558  10949               1.625984              1.625984 
   8559   8510                .943401               .943401 
   8559   8551               1.933329              1.933329 
   8559   8838               3.221063              3.221063 
   8560   8444               2.013921              2.013921 
   8560   8576                .181259               .181259 
   8561   8539                .720181               .720181 
   8561   8562               3.428695              3.428695 
   8561   8572                .699805               .699805 
   8561   8692               1.268117              1.268117 
   8562   8541                .736442               .736442 
   8562   8561               3.595804              3.595804 
   8562   8563               1.821765              1.821765 
   8562   8687               1.420521              1.420521 
   8563   1740                   2.94                  2.94 
   8563   8404               1.718334              1.718334 
   8563   8562               1.900916              1.900916 
   8563   8566               2.572371              2.572371 
   8563   8688               1.632752              1.632752 
   8564   2327                   3.93                  3.93 
   8564   8382               2.740029              2.740029 
   8564   8568               2.559931              2.559931 
   8564   8582                .866781               .866781 
   8565   8529                .917804               .917804 
   8565   8587                 .95256                .95256 
   8565   8683               1.135946              1.135946 
   8566   8392                2.38417               2.38417 
   8566   8563               2.026331              2.026331 
   8566   8575               3.318297              3.318297 
   8566  17147                .825622               .825622 
   8567   8533                 .74586                .74586 
   8567   8569               2.424499              2.424499 
   8567   8711               2.024255              2.024255 
   8568   8171               3.942956              3.942956 
   8568   8564               2.455142              2.455142 
   8568   8979                4.36963               4.36963 
   8569   8490                .870381               .870381 
   8569   8567               2.316426              2.316426 
   8569   8570                 .97216                .97216 
   8569   8719               1.540808              1.540808 
   8570   8408               4.070024              4.070024 
   8570   8569                1.33572               1.33572 
   8570   8697               1.765438              1.765438 
   8571   8479               2.321833              2.321833 
   8571   8617               1.422107              1.422107 
   8571  23668                .441261               .441261 
   8572   8537               2.300698              2.300698 
   8572   8538                .697535               .697535 
   8572   8561                .668734               .668734 
   8572   8691               1.202863              1.202863 
   8573   2341                   2.16                  2.16 
   8573   8535               1.387971              1.387971 
   8573   8629                1.41245               1.41245 
   8573   8712                1.27532               1.27532 
   8573  23257               1.324266              1.324266 
   8574   8525               1.540355              1.540355 
   8574   8557                .929904               .929904 
   8574   8651               1.457574              1.457574 
   8574   8722               1.397317              1.397317 
   8575   8554                .544885               .544885 
   8575   8566                3.33388               3.33388 
   8575   8579               1.014789              1.014789 
   8575  15137               1.319788              1.319788 
   8576   8560                .236737               .236737 
   8576   8605                .890024               .890024 
   8577   2723                   2.94                  2.94 
   8577   8509               1.153698              1.153698 
   8577   8607               1.542173              1.542173 
   8577   8637                 .71155                .71155 
   8577   8638               1.243957              1.243957 
   8578   8419               1.916427              1.916427 
   8578   8580                .849553               .849553 
   8578   8592               1.131961              1.131961 
   8579   8575               1.132306              1.132306 
   8579   8605                .864317               .864317 
   8580   8502               2.436455              2.436455 
   8580   8578               2.063212              2.063212 
   8580  23260               1.518428              1.518428 
   8581   8582               1.129765              1.129765 
   8581   8830               1.915719              1.915719 
   8582   8564                .850197               .850197 
   8582   8581               1.204429              1.204429 
   8583    729                    .75                   .75 
   8583   8372               2.535917              2.535917 
   8583   8413                1.79672               1.79672 
   8583   8643               1.197432              1.197432 
   8584   8499               1.307787              1.307787 
   8584   8530                .662643               .662643 
   8584   8661                .921678               .921678 
   8585   8300               2.182465              2.182465 
   8585   8523               2.352988              2.352988 
   8585   8593               1.102026              1.102026 
   8585   8728               1.378605              1.378605 
   8586   8558               2.166359              2.166359 
   8586   8598                .753076               .753076 
   8586  11546               1.907091              1.907091 
   8587   8443               2.370083              2.370083 
   8587   8565               1.522007              1.522007 
   8587   8603               1.831466              1.831466 
   8588   8594               1.220959              1.220959 
   8588   8618                .821088               .821088 
   8588  17300                .859729               .859729 
   8589   8411               3.623719              3.623719 
   8589   8590               1.603076              1.603076 
   8589   8649               1.738227              1.738227 
   8589   8751               1.920309              1.920309 
   8590   8411               1.816644              1.816644 
   8590   8589               1.457778              1.457778 
   8590   8747               1.877192              1.877192 
   8591   1800                   1.38                  1.38 
   8591   8596                .731975               .731975 
   8591   8669               1.899241              1.899241 
   8591   8703               1.858523              1.858523 
   8592   8578                .823448               .823448 
   8592   8621               1.034777              1.034777 
   8592   8739               1.840167              1.840167 
   8593   8454               2.629433              2.629433 
   8593   8585               1.397034              1.397034 
   8593   8597               1.211415              1.211415 
   8593   8728               2.029771              2.029771 
   8594   8517               1.042594              1.042594 
   8594   8588               1.169791              1.169791 
   8594   8607                1.21326               1.21326 
   8594   8631                .654981               .654981 
   8595   8452                2.07529               2.07529 
   8595   8599               2.338209              2.338209 
   8595  23462                .552395               .552395 
   8596   8552               1.874376              1.874376 
   8596   8591                .589172               .589172 
   8596   8601                 .42051                .42051 
   8597   2744                   4.98                  4.98 
   8597   8459               1.522468              1.522468 
   8597   8593               1.123407              1.123407 
   8597   8611                1.20021               1.20021 
   8598   3538                   2.88                  2.88 
   8598   8251               3.319386              3.319386 
   8598   8586                .802833               .802833 
   8598  16812               2.001181              2.001181 
   8599   8457               2.186324              2.186324 
   8599   8595               2.044523              2.044523 
   8599   8600                1.28193               1.28193 
   8599   8776               2.285462              2.285462 
   8600   8518                .917298               .917298 
   8600   8599               1.204523              1.204523 
   8600   8608                .997344               .997344 
   8600   8763               2.227917              2.227917 
   8601   8596                .386199               .386199 
   8601   8612               3.610855              3.610855 
   8601   8700               2.633766              2.633766 
   8602   8549                1.30663               1.30663 
   8602   8609                 1.4767                1.4767 
   8602   8657                .749238               .749238 
   8602   8721               1.314454              1.314454 
   8603   8448               1.580839              1.580839 
   8603   8587                 1.5533                1.5533 
   8603   8784                3.89992               3.89992 
   8603   8789               1.662609              1.662609 
   8604   8415               2.527759              2.527759 
   8604   8619               2.128885              2.128885 
   8605   8576                .713654               .713654 
   8605   8579                .972244               .972244 
   8605   8620                .722314               .722314 
   8605   8659                .873247               .873247 
   8606   8617               3.752633              3.752633 
   8606   8907               3.848633              3.848633 
   8607   8512               1.008039              1.008039 
   8607   8577               1.266045              1.266045 
   8607   8594                1.26165               1.26165 
   8607   8650                .908818               .908818 
   8608   8518               1.672385              1.672385 
