  inode  jnode                  timau               result
  13709   5384               2.641325              2.641325 
  13710  20685                .914685               .914685 
  13711   5263               1.099272              1.099272 
  13711   5281               4.230989              4.230989 
  13711   5327               2.506157              2.506157 
  13712   1346                   1.35                  1.35 
  13712  13626               1.070639              1.070639 
  13712  13754                .470049               .470049 
  13712  13774                .770623               .770623 
  13713    362                   1.44                  1.44 
  13713  13574               1.412907              1.412907 
  13713  13714               1.234688              1.234688 
  13713  13717               1.511732              1.511732 
  13713  23843               1.404125              1.404125 
  13714    298                   1.08                  1.08 
  13714  13614               1.440462              1.440462 
  13714  13707                1.00538               1.00538 
  13714  13713               1.149392              1.149392 
  13714  23844               1.742218              1.742218 
  13715  13580                1.38321               1.38321 
  13715  13716               1.022646              1.022646 
  13715  13720               1.709672              1.709672 
  13715  13791                .662368               .662368 
  13716    358                   1.08                  1.08 
  13716  13581               1.350864              1.350864 
  13716  13715                .996176               .996176 
  13716  13717               1.012424              1.012424 
  13716  13849               1.353447              1.353447 
  13717    359                   1.44                  1.44 
  13717  13582               1.369529              1.369529 
  13717  13713               1.588108              1.588108 
  13717  13716                .974797               .974797 
  13717  13850               1.377284              1.377284 
  13718   5393               1.126851              1.126851 
  13718  13606               3.272727              3.272727 
  13718  13724                .333453               .333453 
  13719  13691                .253181               .253181 
  13719  13778                .437233               .437233 
  13719  20573                .816324               .816324 
  13720  13592                1.37185               1.37185 
  13720  13715               1.776947              1.776947 
  13720  13723               1.188525              1.188525 
  13720  13828                .883124               .883124 
  13721    398                   1.05                  1.05 
  13721  13597               1.325661              1.325661 
  13721  13722               1.134366              1.134366 
  13721  13730                .703364               .703364 
  13721  13857               1.173843              1.173843 
  13722  13598               1.366929              1.366929 
  13722  13721               1.036446              1.036446 
  13722  13723                .722715               .722715 
  13722  13858               1.358193              1.358193 
  13723  13591               1.332984              1.332984 
  13723  13720               1.233032              1.233032 
  13723  13722                .670989               .670989 
  13723  13859                1.28225               1.28225 
  13724   3583                   4.05                  4.05 
  13724   5308               3.852633              3.852633 
  13724   5395               2.858423              2.858423 
  13724  13718                .345662               .345662 
  13725  13569               3.889162              3.889162 
  13725  13611               1.222028              1.222028 
  13725  13748                .419876               .419876 
  13726   5443                .771787               .771787 
  13726   5476               1.263649              1.263649 
  13726  16082               1.337395              1.337395 
  13727  13719                 .65965                .65965 
  13727  20573                .234231               .234231 
  13728  13729                .677654               .677654 
  13728  13737               1.401301              1.401301 
  13729  13694                  .8529                 .8529 
  13729  13728                .292253               .292253 
  13729  13730                .346653               .346653 
  13729  23967                    .32                   .32 
  13730  13596               1.568901              1.568901 
  13730  13721               1.009073              1.009073 
  13730  13729                .452285               .452285 
  13730  13864               1.608169              1.608169 
  13731   3586                   2.88                  2.88 
  13731   5457               2.187663              2.187663 
  13731   5474               4.808022              4.808022 
  13731  16137                5.77069               5.77069 
  13732   5476                .660542               .660542 
  13732  13738               1.007988              1.007988 
  13732  13773                .253257               .253257 
  13733  13479               1.559178              1.559178 
  13733  13741               1.769366              1.769366 
  13733  13940               1.415591              1.415591 
  13734   1578                   1.65                  1.65 
  13734  13608               1.053734              1.053734 
  13734  13753               3.133406              3.133406 
  13734  13867               1.481543              1.481543 
  13735    494                   3.54                  3.54 
  13735  23552               1.021023              1.021023 
  13736  13768               2.043805              2.043805 
  13736  21117                .873076               .873076 
  13737    408                   1.11                  1.11 
  13737  13604               1.545819              1.545819 
  13737  13728                .996379               .996379 
  13737  13742               1.295945              1.295945 
  13737  13869               1.239459              1.239459 
  13738  13732               1.293632              1.293632 
  13738  13740               3.455868              3.455868 
  13738  16115               7.519272              7.519272 
  13739   1110                    .99                   .99 
  13739  13681                1.26584               1.26584 
  13739  13682                 .76939                .76939 
  13739  13756               1.072671              1.072671 
  13739  13879               1.240883              1.240883 
  13740   3593                   2.88                  2.88 
  13740  13738               3.183074              3.183074 
  13740  13764               6.174162              6.174162 
  13740  13816               2.503944              2.503944 
  13740  16149               4.469786              4.469786 
  13741   2897                    2.4                   2.4 
  13741  13733               1.892007              1.892007 
  13741  13751               1.994251              1.994251 
  13741  13945               1.528763              1.528763 
  13741  24140                .438069               .438069 
  13742  13609               1.596109              1.596109 
  13742  13737               2.118711              2.118711 
  13742  13755               2.063414              2.063414 
  13742  13868               1.432907              1.432907 
  13743   1082                   1.38                  1.38 
  13743  13651               1.174747              1.174747 
  13743  13744               1.325804              1.325804 
  13743  24067               1.176231              1.176231 
  13744  13619                1.33455               1.33455 
  13744  13743               1.103431              1.103431 
  13744  13745               1.972214              1.972214 
  13744  13825                .931639               .931639 
  13745   1078                   1.41                  1.41 
  13745  13620               1.399576              1.399576 
  13745  13744               2.098019              2.098019 
  13745  13746                .386994               .386994 
  13745  13825               1.427981              1.427981 
  13746  13745                .537464               .537464 
  13746  13747               1.300208              1.300208 
  13746  13973               2.564504              2.564504 
  13747  13621                1.03991               1.03991 
  13747  13746               1.192849              1.192849 
  13747  13922               1.461245              1.461245 
  13748   1073                   1.35                  1.35 
  13748  13725                 .23905                .23905 
  13748  13826               1.576346              1.576346 
  13748  13851                .925404               .925404 
  13749  13750                 1.4402                1.4402 
  13749  13758                .858659               .858659 
  13749  13780                .558744               .558744 
  13750  13612               1.122491              1.122491 
  13750  13749                1.07381               1.07381 
  13750  13751               1.609482              1.609482 
  13750  13834                .871437               .871437 
  13751  13741               1.867196              1.867196 
  13751  13750               1.613298              1.613298 
  13751  13923                 1.3477                1.3477 
  13752  13640               1.117433              1.117433 
  13752  13641                .827035               .827035 
  13752  13852               3.565433              3.565433 
  13752  13903                 1.4104                1.4104 
  13753  13625                 1.6324                1.6324 
  13753  13734               3.263604              3.263604 
  13753  13760               1.763886              1.763886 
  13753  13883               1.731395              1.731395 
  13754  13712                .475489               .475489 
  13754  13755               2.258388              2.258388 
  13754  13761               1.912856              1.912856 
  13755   1337                   1.44                  1.44 
  13755  13613               1.392872              1.392872 
  13755  13742               1.427857              1.427857 
  13755  13754               1.820402              1.820402 
  13755  13875                1.35634               1.35634 
  13756  13683                .931959               .931959 
  13756  13739               1.252668              1.252668 
  13756  13823                .707416               .707416 
  13757  13628               1.176937              1.176937 
  13757  13758               1.226523              1.226523 
  13757  13762               1.736405              1.736405 
  13758  13749                .779749               .779749 
  13758  13757               1.227012              1.227012 
  13758  13780                .547946               .547946 
  13759  13686                .568528               .568528 
  13759  20496                .611887               .611887 
  13759  20499                .880144               .880144 
  13760   1591                   2.28                  2.28 
  13760  13624                .833325               .833325 
  13760  13753                1.63328               1.63328 
  13760  13881               1.498995              1.498995 
  13761    421                   1.32                  1.32 
  13761  13632               1.609569              1.609569 
  13761  13754               1.634819              1.634819 
  13761  13770               2.206764              2.206764 
  13761  13886               1.335869              1.335869 
  13762  13628                .993972               .993972 
  13762  13757               1.817005              1.817005 
  13762  13766               2.521433              2.521433 
  13762  13990               1.920335              1.920335 
  13763  13692                .630596               .630596 
  13763  20548                .606935               .606935 
  13763  20554                    .94                   .94 
  13764   5914                  .4238                 .4238 
  13764  13740               6.438526              6.438526 
  13764  16314               1.795698              1.795698 
  13765  13778                .552124               .552124 
  13765  20558                .200183               .200183 
  13766  13551               1.190851              1.190851 
  13766  13762               2.172633              2.172633 
  13766  13771               1.377781              1.377781 
  13766  13993               1.102791              1.102791 
  13767   5383                3.09229               3.09229 
  13767   5483                .698824               .698824 
  13767  10978               1.351277              1.351277 
  13768   1420                    2.4                   2.4 
  13768  13769                .382912               .382912 
  13768  13772               1.848866              1.848866 
  13768  21117                .918737               .918737 
  13769  13768                .384922               .384922 
  13769  13770               1.050048              1.050048 
  13769  21118                .725621               .725621 
  13770   1360                   1.92                  1.92 
  13770  13630               1.180046              1.180046 
  13770  13761               2.301272              2.301272 
  13770  13769                .823297               .823297 
  13771  13510               1.471766              1.471766 
  13771  13766               1.378304              1.378304 
  13771  13784               1.369557              1.369557 
  13771  13997               1.127971              1.127971 
  13772    473                    1.5                   1.5 
  13772  13506               2.362592              2.362592 
  13772  13768               1.587891              1.587891 
  13772  13776               1.772131              1.772131 
  13772  13890               1.176877              1.176877 
  13773   3589                   2.88                  2.88 
  13773   5474                .854168               .854168 
  13773   5538               4.032723              4.032723 
  13773  13732                .351791               .351791 
  13774    423                   1.23                  1.23 
  13774  13490               3.143429              3.143429 
  13774  13712                .700645               .700645 
  13774  13874               1.098581              1.098581 
  13774  13884                .989763               .989763 
  13775    499                   1.29                  1.29 
  13775  13518               2.582767              2.582767 
  13775  13776                1.38296               1.38296 
  13775  13892               1.423173              1.423173 
  13775  23552                 .77246                .77246 
  13776    472                    .93                   .93 
  13776  13511               2.417764              2.417764 
  13776  13772               1.929013              1.929013 
  13776  13775               1.306077              1.306077 
  13776  13893               1.184256              1.184256 
  13777   1075                   1.68                  1.68 
  13777  13622               2.013452              2.013452 
  13777  13794               1.463728              1.463728 
  13777  13894               1.649728              1.649728 
  13778   1688                   2.46                  2.46 
  13778  13719                .714879               .714879 
  13778  13941               1.335642              1.335642 
  13778  20558                .704027               .704027 
  13779  13516               1.372512              1.372512 
  13779  13783               1.372173              1.372173 
  13779  13784                 1.4026                1.4026 
  13779  14001               1.375862              1.375862 
  13780  13749                .308652               .308652 
  13780  13758                .420565               .420565 
  13780  13834               1.146481              1.146481 
  13780  13991               2.094362              2.094362 
  13781    498                   1.26                  1.26 
  13781  13782                .895434               .895434 
  13781  13785               1.282485              1.282485 
  13781  13895               1.172759              1.172759 
  13781  23551                .540333               .540333 
  13782  13781               1.043113              1.043113 
  13782  23551               1.785571              1.785571 
  13782  23552                .679465               .679465 
  13783  13525               1.368624              1.368624 
  13783  13779               1.372918              1.372918 
  13783  13787               1.230973              1.230973 
  13783  14005               1.371973              1.371973 
  13784  13517               1.444794              1.444794 
  13784  13771               1.369787              1.369787 
  13784  13779                1.39741               1.39741 
  13784  14002               1.381558              1.381558 
  13785    496                   1.47                  1.47 
  13785  13526               2.394095              2.394095 
  13785  13781               1.269592              1.269592 
  13785  13790                .837038               .837038 
  13785  13898               1.182988              1.182988 
  13786   5848               5.330149              5.330149 
  13786  13788               2.048003              2.048003 
  13786  16270               2.082586              2.082586 
  13786  16327               7.614734              7.614734 
  13787  13532               1.701338              1.701338 
  13787  13783               1.378141              1.378141 
  13787  13796               1.628802              1.628802 
  13787  14015               1.841352              1.841352 
  13788   3616                   4.05                  4.05 
  13788  13786               2.038687              2.038687 
  13788  13795               2.036904              2.036904 
  13788  16270               1.990003              1.990003 
  13788  16325               4.721306              4.721306 
  13789  13790                .936196               .936196 
  13789  13798                2.23341               2.23341 
  13789  13897               1.154811              1.154811 
  13790  13533               2.372964              2.372964 
  13790  13785                 .91817                .91817 
  13790  13789                .919836               .919836 
  13791    380                   1.35                  1.35 
  13791  13715                .902491               .902491 
  13791  13828                 1.7522                1.7522 
  13791  13848                .834469               .834469 
  13792    212                   1.17                  1.17 
  13792  13675               1.619982              1.619982 
  13792  13676               1.489329              1.489329 
  13792  13938               1.955634              1.955634 
  13792  24017                .761708               .761708 
  13793   1157                   1.08                  1.08 
  13793  13667               1.318143              1.318143 
  13793  13668               1.455471              1.455471 
  13793  13809                .476807               .476807 
  13793  24024                .520283               .520283 
  13794  13623               1.762035              1.762035 
  13794  13777               1.570722              1.570722 
  13794  13826                .673414               .673414 
  13795   5908                .918983               .918983 
  13795  13788               2.417332              2.417332 
  13795  16268               3.179095              3.179095 
  13795  16344               7.662156              7.662156 
  13796  13538               1.367054              1.367054 
  13796  13787                1.66411               1.66411 
  13796  13841                 .31922                .31922 
  13797    513                    .51                   .51 
  13797  13798                .604399               .604399 
  13797  17392                .897472               .897472 
  13797  17393                  .7847                 .7847 
  13798  13789               2.283972              2.283972 
  13798  13797                .522629               .522629 
  13798  17275               1.053036              1.053036 
  13799   5909               2.272633              2.272633 
  13799   7472               1.472046              1.472046 
  13799  16314                .378652               .378652 
  13800  13573               1.933516              1.933516 
  13800  13804               1.215124              1.215124 
  13800  14028               2.220631              2.220631 
  13800  17393                .804659               .804659 
  13801  13769               2.715511              2.715511 
  13801  21118                .798322               .798322 
  13802  13759                .920001               .920001 
  13802  20498                .397006               .397006 
  13803   1476                   1.38                  1.38 
  13803  13546               2.231393              2.231393 
  13803  13804               1.293747              1.293747 
  13803  13807               1.666318              1.666318 
  13803  14016               2.029881              2.029881 
  13804   1440                    2.4                   2.4 
  13804  13800               1.323768              1.323768 
  13804  13803               1.328454              1.328454 
  13804  14033               2.390148              2.390148 
  13805   3573                   4.08                  4.08 
  13805  13806               5.095097              5.095097 
  13805  16267               3.049548              3.049548 
  13805  23993               4.631739              4.631739 
  13806  13805               5.144651              5.144651 
  13806  13811               2.466919              2.466919 
  13806  13962               2.969178              2.969178 
  13807   1477                   1.62                  1.62 
  13807  13545                2.44292               2.44292 
  13807  13803               1.682202              1.682202 
  13807  13813                .881623               .881623 
  13807  18224               1.523727              1.523727 
  13808  13901               1.580289              1.580289 
  13808  21358                .528267               .528267 
  13808  21363                .596836               .596836 
  13809  13793                .477605               .477605 
  13809  13810               1.280696              1.280696 
  13809  13870                .893234               .893234 
  13809  24024                .443009               .443009 
  13810  13671               1.371759              1.371759 
  13810  13809               1.328527              1.328527 
  13810  13817               1.334199              1.334199 
  13810  13871                .817233               .817233 
  13811   5918                .830208               .830208 
  13811  13806               2.415719              2.415719 
  13811  16267               2.799141              2.799141 
  13812  13763               1.080045              1.080045 
  13812  20549                .465548               .465548 
  13813   1498                    1.2                   1.2 
  13813  13544               2.395818              2.395818 
  13813  13807                .913092               .913092 
  13813  16525                .864417               .864417 
  13813  18228               1.000568              1.000568 
  13814    256                   1.23                  1.23 
  13814  13696               1.609597              1.609597 
  13814  13815               1.335137              1.335137 
  13814  13845                .881393               .881393 
  13815  13696               1.386233              1.386233 
  13815  13814               1.307006              1.307006 
  13815  21368                .583296               .583296 
  13815  21374                .981568               .981568 
  13816   3590                   2.88                  2.88 
  13816   5571               2.605968              2.605968 
  13816  13740               2.355061              2.355061 
  13816  13820               1.448222              1.448222 
  13817  13689               1.340922              1.340922 
  13817  13810                1.28444               1.28444 
  13817  13822               1.304485              1.304485 
  13817  13876                .644972               .644972 
  13818  13860                .984059               .984059 
  13818  20550                .359178               .359178 
  13819  13861                .980074               .980074 
  13819  20497                .398976               .398976 
  13820  13816                 1.6009                1.6009 
  13820  13824                .200511               .200511 
  13820  15501                3.07659               3.07659 
  13820  16137               3.945077              3.945077 
  13821   1499                   1.02                  1.02 
  13821  13555               2.047692              2.047692 
  13821  13827               2.199904              2.199904 
  13821  16525                .864426               .864426 
  13821  18245               1.250824              1.250824 
  13822  13679               1.357253              1.357253 
  13822  13817               1.492807              1.492807 
  13822  13877                .655712               .655712 
  13823   1095                   1.29                  1.29 
  13823  13690               1.051527              1.051527 
  13823  13756                .467235               .467235 
  13823  13880               1.095803              1.095803 
  13823  13885               1.295351              1.295351 
  13824   5918               4.335348              4.335348 
  13824  13820                .330158               .330158 
  13824  16267               2.621607              2.621607 
  13825  13744                .915755               .915755 
  13825  13745                1.25529               1.25529 
  13825  13873                .982209               .982209 
  13825  13985               1.786222              1.786222 
  13826  13748               1.723811              1.723811 
  13826  13794                .528233               .528233 
  13826  13894               1.617689              1.617689 
  13826  13909               1.400499              1.400499 
  13827   1509                   2.82                  2.82 
  13827  13562               1.897372              1.897372 
  13827  13821               2.241044              2.241044 
  13827  13829               1.299408              1.299408 
  13827  14057                 2.0214                2.0214 
  13828    381                    .96                   .96 
  13828  13720               1.120263              1.120263 
  13828  13791               1.878006              1.878006 
  13828  13854                .408439               .408439 
  13829   1512                   1.92                  1.92 
  13829  13566               1.854678              1.854678 
  13829  13827               1.311275              1.311275 
  13829  13831                .892494               .892494 
  13829  14063               2.174672              2.174672 
  13830    274                   1.47                  1.47 
  13830  13700               1.730005              1.730005 
  13830  13832               1.154031              1.154031 
  13830  13947               1.630074              1.630074 
  13831   1519                   1.74                  1.74 
  13831  13829               1.722367              1.722367 
  13831  13836               1.589952              1.589952 
  13832    275                   1.41                  1.41 
  13832  13705               1.864595              1.864595 
  13832  13830               1.308153              1.308153 
  13832  13839               1.873754              1.873754 
  13832  13950               2.187825              2.187825 
  13833   3603                   2.88                  2.88 
  13833   6003               2.863213              2.863213 
  13833  13835               3.301014              3.301014 
  13833  16324               2.327455              2.327455 
  13834   2901                   2.37                  2.37 
  13834  13750                .966126               .966126 
  13834  13780                .997123               .997123 
  13834  13923                1.53596               1.53596 
  13835   3599                   2.88                  2.88 
  13835  13833               3.410223              3.410223 
  13835  13840               3.053698              3.053698 
  13835  16324               3.284819              3.284819 
  13836   1515                   2.31                  2.31 
  13836  13831                 .88601                .88601 
  13836  13957                 1.0255                1.0255 
  13836  20354                .344622               .344622 
  13837    297                   1.35                  1.35 
  13837  13958               1.756769              1.756769 
  13837  13959                1.31211               1.31211 
  13837  23843                .445317               .445317 
  13837  23844                .478585               .478585 
  13838    296                   1.41                  1.41 
  13838  13707               1.442864              1.442864 
  13838  13839               1.890555              1.890555 
  13838  13960               1.444237              1.444237 
  13838  23844               1.368851              1.368851 
  13839    272                   1.32                  1.32 
  13839  13708               1.467097              1.467097 
  13839  13832               1.875708              1.875708 
  13839  13838               2.004044              2.004044 
  13839  13953               1.530857              1.530857 
  13840   6505               1.680633              1.680633 
  13840  13835               2.938259              2.938259 
  13840  16338                1.42543               1.42543 
  13841  13796                .318108               .318108 
  13841  14019                1.15023               1.15023 
  13841  22593                1.89725               1.89725 
  13842  13843                .605128               .605128 
  13842  13847               1.059972              1.059972 
  13842  14082               2.166731              2.166731 
  13843   1530                    .84                   .84 
  13843  13842                .814811               .814811 
  13843  20364                .690018               .690018 
  13844   3613                   4.05                  4.05 
  13844   6131               3.568264              3.568264 
  13844   6608                2.54431               2.54431 
  13844  16344               1.523153              1.523153 
  13844  16372               3.216994              3.216994 
  13845  13695               2.302971              2.302971 
  13845  13814                .592518               .592518 
  13845  13942               1.561711              1.561711 
  13845  13948                1.64878               1.64878 
  13846    232                    .87                   .87 
  13846  13901               1.289455              1.289455 
  13846  24017                .489462               .489462 
  13847   1531                   2.22                  2.22 
  13847  13653               1.989095              1.989095 
  13847  13842                .959817               .959817 
  13847  13853               1.139704              1.139704 
  13847  13970               1.513882              1.513882 
  13848    379                   1.41                  1.41 
  13848  13791                .641446               .641446 
  13848  13849                .874748               .874748 
  13848  13966               1.377231              1.377231 
  13849  13716               1.402271              1.402271 
  13849  13848                .854951               .854951 
  13849  13850                .988003               .988003 
  13849  13964               1.367203              1.367203 
  13850    361                    1.5                   1.5 
  13850  13717                1.37273               1.37273 
  13850  13849                .890488               .890488 
  13850  13965               1.371588              1.371588 
  13850  23843               1.574103              1.574103 
  13851  13649               4.557181              4.557181 
  13851  13748               1.101346              1.101346 
  13851  13909               1.327159              1.327159 
  13852   1604                   1.38                  1.38 
  13852  13629               1.881946              1.881946 
  13852  13752               3.565433              3.565433 
  13852  13888                .571764               .571764 
  13853   1528                    1.5                   1.5 
  13853  13587               2.038611              2.038611 
  13853  13847               1.159143              1.159143 
  13853  13856               1.470413              1.470413 
  13853  13970               1.225273              1.225273 
  13854  13828                .413159               .413159 
  13854  13972               1.386545              1.386545 
  13855   6226               1.934921              1.934921 
  13855   6447               5.768633              5.768633 
  13855   6514               2.936364              2.936364 
  13856   1574                   1.95                  1.95 
  13856  13603               1.664186              1.664186 
  13856  13853               1.491807              1.491807 
  13856  13867               1.991495              1.991495 
  13856  13969               1.227055              1.227055 
  13857    399                   1.08                  1.08 
  13857  13721               1.420984              1.420984 
  13857  13858                .970061               .970061 
  13857  13863                .907538               .907538 
  13857  13976               1.328498              1.328498 
  13858  13722               1.559591              1.559591 
  13858  13857                .971238               .971238 
  13858  13977               1.316289              1.316289 
  13859  13723               1.353054              1.353054 
  13859  13854                .984178               .984178 
  13859  13858                .587177               .587177 
  13859  13971               1.301662              1.301662 
  13860  13934                .828529               .828529 
  13860  20518               1.021531              1.021531 
  13860  20547                .324177               .324177 
  13861  13924                .595626               .595626 
  13861  20493               1.040002              1.040002 
  13861  20495                .642124               .642124 
  13862  13864                 .27154                .27154 
  13862  13891                .528371               .528371 
  13862  23522                .677301               .677301 
  13863  13857               1.041012              1.041012 
  13863  13864                .179792               .179792 
  13864  13730               1.588789              1.588789 
  13864  13862                .272728               .272728 
  13864  13863                .149563               .149563 
  13865   1165                   1.56                  1.56 
  13865  13666               1.411873              1.411873 
  13865  13896               1.246939              1.246939 
  13865  24024               1.224028              1.224028 
  13866   1163                    .75                   .75 
  13866  13870                .960119               .960119 
  13866  13896                .848583               .848583 
  13866  24024               1.029396              1.029396 
  13867  13734                .936833               .936833 
  13867  13856               2.011395              2.011395 
  13867  13883               1.785219              1.785219 
  13867  13980               1.228307              1.228307 
  13868    410                   1.44                  1.44 
  13868  13742               1.573566              1.573566 
  13868  13869               2.069033              2.069033 
  13868  13875               1.892776              1.892776 
  13868  13983                1.55191               1.55191 
  13869    409                   1.41                  1.41 
  13869  13737               1.523609              1.523609 
  13869  13868               1.448006              1.448006 
  13869  13979               1.406133              1.406133 
  13869  23522                 .99329                .99329 
  13870   1155                   1.14                  1.14 
  13870  13809                .893063               .893063 
  13870  13866                .913757               .913757 
  13870  13871               1.280128              1.280128 
  13870  13912                .824133               .824133 
  13871   1156                   1.17                  1.17 
  13871  13810                .820734               .820734 
  13871  13870               1.325585              1.325585 
  13871  13913                .882313               .882313 
  13872  13873                 .73803                .73803 
  13872  13920               1.574298              1.574298 
  13872  13921                .808833               .808833 
  13872  24067                .330603               .330603 
  13873  13825               1.026395              1.026395 
  13873  13872                .785826               .785826 
  13873  13921                .977948               .977948 
  13874    420                   1.23                  1.23 
  13874  13774               1.292075              1.292075 
  13874  13875               1.198224              1.198224 
  13874  13884               1.000392              1.000392 
  13874  13981               1.537281              1.537281 
  13875  13755               1.579874              1.579874 
  13875  13868               1.487917              1.487917 
  13875  13874               1.093057              1.093057 
  13875  13982               1.357432              1.357432 
  13876   1133                   1.08                  1.08 
  13876  13817                .899383               .899383 
  13876  13877               1.537721              1.537721 
  13876  13916                .897283               .897283 
  13877   1130                   1.14                  1.14 
  13877  13822                .630189               .630189 
  13877  13876               1.532207              1.532207 
  13877  13878               1.556382              1.556382 
  13877  13917                .857029               .857029 
  13878   1111                   1.11                  1.11 
  13878  13680               1.902943              1.902943 
  13878  13877               1.556712              1.556712 
  13878  13879               1.533173              1.533173 
  13878  13918                .863211               .863211 
  13879  13739               1.392815              1.392815 
  13879  13878               1.533704              1.533704 
  13879  13880               1.658923              1.658923 
  13879  13919                .865317               .865317 
  13880   1109                   1.11                  1.11 
  13880  13823                1.08941               1.08941 
  13880  13879               1.533221              1.533221 
  13880  13885                .979531               .979531 
  13880  13928                .822853               .822853 
  13881   1597                   1.98                  1.98 
  13881  13760                .847723               .847723 
  13881  13882                .533365               .533365 
  13881  13888                1.91104               1.91104 
  13881  14121               2.134796              2.134796 
  13882  13881                .913257               .913257 
  13882  13883                .446996               .446996 
  13882  13980               4.821434              4.821434 
  13883   1592                   1.41                  1.41 
  13883  13753                 1.6024                1.6024 
  13883  13867               2.251406              2.251406 
  13883  13882                 .44386                .44386 
  13884  13774               1.331103              1.331103 
  13884  13874               1.042198              1.042198 
  13884  13886               1.753997              1.753997 
  13884  13988               1.446644              1.446644 
  13885  13823               1.374112              1.374112 
  13885  13880               1.024866              1.024866 
  13885  13889                .572533               .572533 
  13886    432                   1.62                  1.62 
  13886  13761               1.611355              1.611355 
  13886  13884               1.748186              1.748186 
  13886  13992               1.661062              1.661062 
  13887   6231                7.41316               7.41316 
  13887   6565                .681168               .681168 
  13887  13968               2.309167              2.309167 
  13887  14009               1.186893              1.186893 
  13888  13852                .233252               .233252 
  13888  13881                2.03957               2.03957 
  13888  13903               1.979596              1.979596 
  13888  13952                .531703               .531703 
  13889  13672               2.059154              2.059154 
  13889  13885                .536816               .536816 
  13889  13907                .719204               .719204 
  13889  13930                .764994               .764994 
  13890    477                   1.32                  1.32 
  13890  13772               1.605023              1.605023 
  13890  13893                1.64828               1.64828 
  13890  13999               1.587785              1.587785 
  13891  13998                 .48401                .48401 
  13892    474                   1.65                  1.65 
  13892  13775               1.769946              1.769946 
  13892  13893               1.728882              1.728882 
  13892  13895               1.918852              1.918852 
  13892  14007               1.751094              1.751094 
  13893  13776               1.390121              1.390121 
  13893  13890               1.723156              1.723156 
  13893  13892               1.616627              1.616627 
  13893  13910                .401181               .401181 
  13894  13777               1.579866              1.579866 
  13894  13826                1.64617               1.64617 
  13894  13908                .357735               .357735 
  13895  13781               1.394547              1.394547 
  13895  13892               1.709343              1.709343 
  13895  13898               1.388106              1.388106 
  13895  14006                1.45596               1.45596 
  13896  13865               1.220647              1.220647 
  13896  13866                .798505               .798505 
  13896  13906                .541467               .541467 
  13896  13911                .474577               .474577 
  13897    503                    1.5                   1.5 
  13897  13789               1.367069              1.367069 
  13897  13898                1.70723               1.70723 
  13897  14017               1.465025              1.465025 
  13898    497                   1.47                  1.47 
  13898  13785               1.421791              1.421791 
  13898  13895               1.423501              1.423501 
  13898  13897               1.601672              1.601672 
  13898  14010               1.537366              1.537366 
  13899  13694               1.237188              1.237188 
  13899  23959                .963101               .963101 
  13900   5991               4.716982              4.716982 
  13900   6417               2.880866              2.880866 
  13900  13904               1.790817              1.790817 
  13900  16911               5.142888              5.142888 
  13901  13808               1.092264              1.092264 
  13901  13846                .988138               .988138 
  13901  13936                .643279               .643279 
  13901  13937                .655815               .655815 
  13902   1603                    2.1                   2.1 
  13902  13663               1.508572              1.508572 
  13902  13903               1.605687              1.605687 
