  inode  jnode                  timau               result
   8809   8686               1.605828              1.605828 
   8809   8803                .781706               .781706 
   8809   8808               1.039493              1.039493 
   8809   8885                .778863               .778863 
   8810   8547               2.668598              2.668598 
   8810   8811                .709764               .709764 
   8810   8824               1.791242              1.791242 
   8810  15296               1.054053              1.054053 
   8811   8810                .992429               .992429 
   8811   8812                .320978               .320978 
   8811   8842                .979237               .979237 
   8812   2760                   1.86                  1.86 
   8812   8811                .890471               .890471 
   8812   8813               1.017032              1.017032 
   8812  21191                .719834               .719834 
   8813   2761                   1.71                  1.71 
   8813   8743                1.49674               1.49674 
   8813   8804                1.86127               1.86127 
   8813   8812                .559623               .559623 
   8814   9070               2.621899              2.621899 
   8814  15230                .535361               .535361 
   8814  15242                .476278               .476278 
   8815   8670               1.724629              1.724629 
   8815   8817                .801265               .801265 
   8815   8891                .919716               .919716 
   8816   8802                     .3                    .3 
   8816   8817                .472907               .472907 
   8816   8818                .592434               .592434 
   8817   8815                .896117               .896117 
   8817   8816                .468452               .468452 
   8818   8683               1.583521              1.583521 
   8818   8802                .563355               .563355 
   8818   8816                .509786               .509786 
   8818   8909                .785427               .785427 
   8819   8820               3.253433              3.253433 
   8819   9049               2.600633              2.600633 
   8820   8647               2.544001              2.544001 
   8820   8793                .309358               .309358 
   8820   8819               3.125433              3.125433 
   8820   9049               2.598549              2.598549 
   8821   2787                     .9                    .9 
   8821   8756                .680711               .680711 
   8821   8822               1.289804              1.289804 
   8821   8823                .532805               .532805 
   8821   8932                .917706               .917706 
   8822   8762                 .67827                .67827 
   8822   8821                1.33526               1.33526 
   8822   8829               1.259576              1.259576 
   8822   8897                .496603               .496603 
   8823   8806                .241221               .241221 
   8823   8821                .574253               .574253 
   8823   8933                .876922               .876922 
   8824   2763                    2.4                   2.4 
   8824   8810               2.111267              2.111267 
   8824   9090               3.105767              3.105767 
   8824  21236               1.214459              1.214459 
   8825    793                   1.08                  1.08 
   8825   8644               2.343504              2.343504 
   8825   8893               1.999769              1.999769 
   8825   9084               3.091462              3.091462 
   8826  19831                1.13454               1.13454 
   8826  19834                .936697               .936697 
   8826  19837               1.217836              1.217836 
   8827   8856               1.513937              1.513937 
   8827  10633               1.295933              1.295933 
   8827  12511                .874014               .874014 
   8827  12512               1.300016              1.300016 
   8828  12512               1.323219              1.323219 
   8828  12513                .345222               .345222 
   8828  16683                .976464               .976464 
   8829   8768                .983888               .983888 
   8829   8822               1.309977              1.309977 
   8829   8900                .431071               .431071 
   8829  20506                .121991               .121991 
   8830   8581               1.901421              1.901421 
   8830   8934               1.791535              1.791535 
   8830  15242                 .74877                .74877 
   8831   8837                .302072               .302072 
   8831   8941               1.085784              1.085784 
   8831  20544                .093495               .093495 
   8832   2766                   2.94                  2.94 
   8832   8551               2.911228              2.911228 
   8832   8838               1.549888              1.549888 
   8832  19850               2.119647              2.119647 
   8832  21236                .509383               .509383 
   8833   8646                2.47255               2.47255 
   8833   8834                1.61347               1.61347 
   8833   9153               2.288746              2.288746 
   8834   8660                1.79573               1.79573 
   8834   8833               1.619646              1.619646 
   8834   8839               1.475861              1.475861 
   8835   8519               2.441816              2.441816 
   8835   8836                 .35562                .35562 
   8835   9037               1.562034              1.562034 
   8836   8835                .626982               .626982 
   8836   8837                .482649               .482649 
   8836   8949               1.349433              1.349433 
   8837   2810                   1.11                  1.11 
   8837   8831                .313234               .313234 
   8837   8836                .373865               .373865 
   8837   8950               1.102256              1.102256 
   8838   8559               2.491666              2.491666 
   8838   8832               1.546135              1.546135 
   8838   8850                1.80496               1.80496 
   8838  19851               1.682337              1.682337 
   8839   8661               1.792991              1.792991 
   8839   8834               1.422227              1.422227 
   8839   8840                  .7945                 .7945 
   8839   9158               2.495747              2.495747 
   8840   8839               1.113033              1.113033 
   8840   8841               2.749433              2.749433 
   8840   9154               4.285434              4.285434 
   8841    723                   2.97                  2.97 
   8841   8662               1.679104              1.679104 
   8841   8840               2.749433              2.749433 
   8841   8917                .472252               .472252 
   8842  21177                4.67269               4.67269 
   8843   8812                .717727               .717727 
   8843  21191                .591205               .591205 
   8844   1917                    .69                   .69 
   8844   8781                .712235               .712235 
   8844   8891               1.468495              1.468495 
   8844   8898                .468862               .468862 
   8844   8951                .571479               .571479 
   8845  22090                .326111               .326111 
   8846   8790                .994903               .994903 
   8846   8816                .840861               .840861 
   8847   1880                   1.35                  1.35 
   8847   8658               2.178558              2.178558 
   8847   8784                2.56923               2.56923 
   8847   8848                1.62148               1.62148 
   8847   8978               1.385644              1.385644 
   8848   8847               1.882879              1.882879 
   8848   8910                .498002               .498002 
   8848  17090                .661361               .661361 
   8849   8615               1.423843              1.423843 
   8849   8800               1.545099              1.545099 
   8849   8956               1.028017              1.028017 
   8850   2769                   2.88                  2.88 
   8850   8654                1.94825               1.94825 
   8850   8838               1.540436              1.540436 
   8850   8862               1.723776              1.723776 
   8850   9166               2.713383              2.713383 
   8851   1936                   1.62                  1.62 
   8851   8769               1.000598              1.000598 
   8851   8805               2.123406              2.123406 
   8851   8896               2.565562              2.565562 
   8851   8936               1.285682              1.285682 
   8852   8744                .840735               .840735 
   8852   8918               2.903136              2.903136 
   8852   9007               1.880179              1.880179 
   8853  24197                .313944               .313944 
   8854   8887                1.12804               1.12804 
   8854   8921                 .56392                .56392 
   8855   8899               1.789712              1.789712 
   8855  14902                2.48561               2.48561 
   8855  15251               2.544474              2.544474 
   8855  17255               1.371142              1.371142 
   8856   8827               1.786385              1.786385 
   8856   8857                .362309               .362309 
   8856  12512               1.012542              1.012542 
   8857   3511                   2.19                  2.19 
   8857   8856                .361232               .361232 
   8857  12671                .661506               .661506 
   8857  16683               1.186918              1.186918 
   8858   8720               1.316659              1.316659 
   8858   8868               1.253086              1.253086 
   8858   9013               1.587008              1.587008 
   8858  23953               1.342776              1.342776 
   8859   3479                   2.88                  2.88 
   8859   8899                .425162               .425162 
   8859  15243               2.330601              2.330601 
   8859  15244                2.79874               2.79874 
   8860   8867               1.595182              1.595182 
   8860  12513               1.007834              1.007834 
   8860  12518                .986702               .986702 
   8861   9099               1.775934              1.775934 
   8862   8656               2.520271              2.520271 
   8862   8850               1.725825              1.725825 
   8862   8866               1.896158              1.896158 
   8862   9303                3.24768               3.24768 
   8863   8799               1.575415              1.575415 
   8863   8889                .947845               .947845 
   8863   9240                3.84875               3.84875 
   8864   8777                .721527               .721527 
   8864   9081               2.022743              2.022743 
   8865   2772                   2.49                  2.49 
   8865   8803                .898584               .898584 
   8865   8866               1.190652              1.190652 
   8865  21245               1.302072              1.302072 
   8866   2773                   1.08                  1.08 
   8866   8674               2.515969              2.515969 
   8866   8862               2.101618              2.101618 
   8866   8865               1.163872              1.163872 
   8866   9128               2.076508              2.076508 
   8867   8860               1.575177              1.575177 
   8867   8886                .292583               .292583 
   8867  12724               1.056632              1.056632 
   8868   1858                   1.29                  1.29 
   8868   8722               1.809038              1.809038 
   8868   8858               1.709586              1.709586 
   8868   8926               1.055482              1.055482 
   8869   8692               1.763421              1.763421 
   8869   8870                .932647               .932647 
   8869   8878                .736323               .736323 
   8869   9063               1.775359              1.775359 
   8870   1843                   1.44                  1.44 
   8870   8869               1.001556              1.001556 
   8870   8871               1.165486              1.165486 
   8870   8942                .680112               .680112 
   8871   1842                   2.19                  2.19 
   8871   8689               2.042701              2.042701 
   8871   8870               1.053671              1.053671 
   8871   8872               1.589128              1.589128 
   8871   8943                .674182               .674182 
   8872   8736               1.132415              1.132415 
   8872   8871               1.863201              1.863201 
   8872   8873               1.344484              1.344484 
   8872  17342               2.119729              2.119729 
   8873   1825                   1.17                  1.17 
   8873   8752                .951737               .951737 
   8873   8872                .989143               .989143 
   8873   8874               2.209269              2.209269 
   8873   8983                1.08907               1.08907 
   8874   1823                   1.26                  1.26 
   8874   8873               2.135892              2.135892 
   8874   8875               3.105209              3.105209 
   8874   8971               1.278811              1.278811 
   8874  17147               1.258451              1.258451 
   8875   8758               1.175758              1.175758 
   8875   8874               3.169087              3.169087 
   8875   8879                1.02066               1.02066 
   8875   8927                .584799               .584799 
   8876   9066               2.558283              2.558283 
   8876   9108               2.242375              2.242375 
   8876  23852                .220138               .220138 
   8877   8879                .411147               .411147 
   8877   8921               1.015435              1.015435 
   8878   8718               1.329308              1.329308 
   8878   8869                .800742               .800742 
   8878  23953                .503376               .503376 
   8879   1814                   1.65                  1.65 
   8879   8759               1.505265              1.505265 
   8879   8875               1.486224              1.486224 
   8879   8877                .386797               .386797 
   8879   8984                1.23634               1.23634 
   8880    828                   2.04                  2.04 
   8880   8773                .935718               .935718 
   8880   8881               2.122433              2.122433 
   8880   8903               1.582825              1.582825 
   8880   8989                .856019               .856019 
   8881   8764               1.349433              1.349433 
   8881   8880               2.440177              2.440177 
   8881   8882               1.523488              1.523488 
   8881   9064               2.621433              2.621433 
   8882    819                   1.29                  1.29 
   8882   8765                .787703               .787703 
   8882   8881               1.422681              1.422681 
   8882   8883               2.082998              2.082998 
   8882   9065               1.966729              1.966729 
   8883   8882               2.082024              2.082024 
   8883   8884                .721255               .721255 
   8883   9038               2.238157              2.238157 
   8884    807                   1.53                  1.53 
   8884   8760                .977374               .977374 
   8884   8883               1.087883              1.087883 
   8885   8803                .921925               .921925 
   8885   8809                .778805               .778805 
   8885   8998               1.417741              1.417741 
   8885  21245                .238429               .238429 
   8886   8867                .289687               .289687 
   8886  12671                2.47732               2.47732 
   8886  16683               1.396239              1.396239 
   8887   8895                .597122               .597122 
   8887   8982                .703214               .703214 
   8888   8478               1.238248              1.238248 
   8888  12204               2.347399              2.347399 
   8888  12700               1.289669              1.289669 
   8888  16682               1.631409              1.631409 
   8889   8798                .750379               .750379 
   8889   8863                .988714               .988714 
   8889   8911                .993392               .993392 
   8890   8805                .854841               .854841 
   8890   8906                 .92596                .92596 
   8890   8936               1.217247              1.217247 
   8890   9047               1.642813              1.642813 
   8891   8815                .860084               .860084 
   8891   8844               1.324225              1.324225 
   8891   8892                .248511               .248511 
   8892   1913                   1.38                  1.38 
   8892   8845                .620003               .620003 
   8892   8891                .610059               .610059 
   8892   8909                 .86104                .86104 
   8892  22090                .784749               .784749 
   8893    795                    .87                   .87 
   8893   8710               1.094046              1.094046 
   8893   8825               1.882609              1.882609 
   8893   9082               2.155937              2.155937 
   8894   8795               1.920355              1.920355 
   8894   8958               2.077479              2.077479 
   8894   9001               1.050424              1.050424 
   8895   8853               1.000031              1.000031 
   8895   8887                    .26                   .26 
   8895   8903                .563232               .563232 
   8896   1935                   1.56                  1.56 
   8896   8771                 .80931                .80931 
   8896   8851               2.431233              2.431233 
   8896   8987               1.185307              1.185307 
   8897   8822                .824892               .824892 
   8897   8900               1.429433              1.429433 
   8897   8931                .845946               .845946 
   8898   8704               3.245433              3.245433 
   8898   8844                .876014               .876014 
   8898   8951               1.222624              1.222624 
   8898  15250               1.104826              1.104826 
   8899   8855               1.883603              1.883603 
   8899   8859                .199893               .199893 
   8899  15503               2.223198              2.223198 
   8899  17259               1.535361              1.535361 
   8900   8829                .749605               .749605 
   8900   8897               1.429433              1.429433 
   8901   3495                   2.37                  2.37 
   8901  12700               1.830228              1.830228 
   8901  12720               2.292604              2.292604 
   8901  16682               1.110519              1.110519 
   8902   3494                   2.52                  2.52 
   8902   8522               3.275838              3.275838 
   8902  12720               1.464884              1.464884 
   8902  12741               1.632109              1.632109 
   8903    836                   1.32                  1.32 
   8903   8773               1.268211              1.268211 
   8903   8880               1.460167              1.460167 
   8903   8895                 .34115                .34115 
   8903   8960                .499014               .499014 
   8904   8808               1.298928              1.298928 
   8904   8925               1.645254              1.645254 
   8904   8998                .925856               .925856 
   8905   1945                   1.74                  1.74 
   8905   8776               1.787537              1.787537 
   8905   8906               1.492131              1.492131 
   8905   9045               1.719037              1.719037 
   8905  23463               3.673962              3.673962 
   8906   1946                   1.47                  1.47 
   8906   8763               1.594147              1.594147 
   8906   8890                .942494               .942494 
   8906   8905               1.274357              1.274357 
   8906   9046               1.449461              1.449461 
   8907   2822                    .96                   .96 
   8907   8606               3.797433              3.797433 
   8907   8908               1.840654              1.840654 
   8907   8916               1.512357              1.512357 
   8908   2820                   4.53                  4.53 
   8908   8907               1.652431              1.652431 
   8908   9104               2.982204              2.982204 
   8908   9113               1.753772              1.753772 
   8909   8818                .712829               .712829 
   8909   8892                 .46714                .46714 
   8909   9029                3.12082               3.12082 
   8909   9163               1.825499              1.825499 
   8910   8848                .408237               .408237 
   8910   8961                .665919               .665919 
   8911   8798               1.704528              1.704528 
   8911   8889                .951065               .951065 
   8911   9026               1.875998              1.875998 
   8911   9239               2.823476              2.823476 
   8913   8853                .560361               .560361 
   8913   8877               1.175866              1.175866 
   8915   3544                   2.88                  2.88 
   8915  12290               1.128532              1.128532 
   8915  12786               3.495711              3.495711 
   8915  23872               1.918925              1.918925 
   8916   8617                2.56497               2.56497 
   8916   8907               1.424379              1.424379 
   8916   9018                .985038               .985038 
   8917    763                   2.61                  2.61 
   8917   8841                .467259               .467259 
   8917   8923               1.549365              1.549365 
   8917   9134               2.120583              2.120583 
   8918   8779               1.070198              1.070198 
   8918   8852                2.92471               2.92471 
   8918   9054               1.242158              1.242158 
   8919   3543                   2.88                  2.88 
   8919   8788               3.078888              3.078888 
   8919  12896               1.548388              1.548388 
   8919  13030               1.846206              1.846206 
   8920   8277               4.970028              4.970028 
   8920   8959                2.25735               2.25735 
   8920   9617               4.188025              4.188025 
   8920  15251                 2.4021                2.4021 
   8921   9027                .512351               .512351 
   8922   8712               1.916009              1.916009 
   8922   8778               2.830196              2.830196 
   8922   8972               1.028287              1.028287 
   8923   8663               2.465933              2.465933 
   8923   8917               1.544759              1.544759 
   8923   9121               1.591354              1.591354 
   8924   8742               4.751914              4.751914 
   8924   8774               2.201433              2.201433 
   8924   9142               1.220172              1.220172 
   8924  19836                .427153               .427153 
   8925   8807               1.313941              1.313941 
   8925   8904               1.427803              1.427803 
   8925   8933               1.096336              1.096336 
   8925   8999                .629654               .629654 
   8926   8868               1.046629              1.046629 
   8926   8952               1.045202              1.045202 
   8926   8970                .542516               .542516 
   8927   1816                   1.14                  1.14 
   8927   8875               1.527598              1.527598 
   8927   8962                .670621               .670621 
   8927   9097                1.74837               1.74837 
   8928   3529                   4.08                  4.08 
   8928   8929               3.749706              3.749706 
   8928   9391               2.381868              2.381868 
   8928  14945               2.634149              2.634149 
   8928  15252               1.372001              1.372001 
   8929   3553                   4.05                  4.05 
   8929   8928               4.032128              4.032128 
   8929   9403               4.289317              4.289317 
   8929  15264               1.401704              1.401704 
   8930   8931                .551097               .551097 
   8930   8935                .525621               .525621 
   8930   9005                .845433               .845433 
   8931   2809                   1.95                  1.95 
   8931   8897                .516027               .516027 
   8931   8930                .225621               .225621 
   8931   8932               1.372846              1.372846 
   8931   9006                .767867               .767867 
   8932   8821               1.144615              1.144615 
   8932   8931               1.500652              1.500652 
   8932   8933                .605634               .605634 
   8932   8997                .632131               .632131 
   8933   8823               1.033038              1.033038 
   8933   8925               1.094521              1.094521 
   8933   8932                .602391               .602391 
   8933   9003                .475426               .475426 
   8934   8830               1.848674              1.848674 
   8934   8985               1.242955              1.242955 
   8935   8930                 .52825                .52825 
   8935   8941               1.918476              1.918476 
   8935   9010                .846414               .846414 
   8936   8851               1.134982              1.134982 
   8936   8890               1.547314              1.547314 
   8936   8937                .360663               .360663 
   8937   8936                .353291               .353291 
   8937   8987               2.103242              2.103242 
   8937   9110               2.102571              2.102571 
   8938  12934                .544792               .544792 
   8938  13082                .994831               .994831 
   8938  16699               2.602868              2.602868 
   8939   8800               1.322912              1.322912 
   8939   8945                .995954               .995954 
   8939   8964               1.557399              1.557399 
   8939   9044                .844193               .844193 
   8940   3527                   4.05                  4.05 
   8940   8959               2.514447              2.514447 
   8940   9160               1.951909              1.951909 
   8940  15252               5.140317              5.140317 
   8940  15265               2.673576              2.673576 
   8941   8831               1.340468              1.340468 
   8941   8935               2.025721              2.025721 
   8941   8950                .486503               .486503 
   8941  19874                .895675               .895675 
   8942   8870                .963527               .963527 
   8942   8943               1.405433              1.405433 
   8942   9078               1.383076              1.383076 
   8943   8871               1.003699              1.003699 
   8943   8942               1.405433              1.405433 
   8943   9079               1.438743              1.438743 
   8944   8749               2.222746              2.222746 
   8944   8953                .956208               .956208 
   8944   8954                2.01438               2.01438 
   8944   9247               3.262464              3.262464 
   8945   8939               1.038852              1.038852 
   8945   8956               1.293886              1.293886 
   8945   9039                .709486               .709486 
   8946   2364                    1.5                   1.5 
   8946   8677               2.962792              2.962792 
   8946   8957                .683363               .683363 
   8946   8976                .700045               .700045 
   8946   9067               1.261779              1.261779 
   8947   8727               1.931708              1.931708 
   8947   8965                .465813               .465813 
   8947   8973               2.348855              2.348855 
   8947   9015                .655816               .655816 
   8949   8836               1.477433              1.477433 
   8949   8950                .560633               .560633 
   8949  19843               1.253433              1.253433 
   8950   2811                    .87                   .87 
   8950   8837               1.377414              1.377414 
   8950   8941                .487051               .487051 
   8950   8949                .509433               .509433 
   8950   9040               1.112794              1.112794 
   8951   8844                .917825               .917825 
   8951   8898               1.222123              1.222123 
   8951  17091                .421265               .421265 
   8952   1877                    .99                   .99 
   8952   8910                .522721               .522721 
   8952   8961                .233927               .233927 
   8953   8944                .927321               .927321 
   8953   8963                .631649               .631649 
   8953   9145               2.798871              2.798871 
   8954   2386                   3.72                  3.72 
   8954   8785               1.790864              1.790864 
   8954   8944               2.217429              2.217429 
   8954  19852                .292495               .292495 
   8955   9233               3.574192              3.574192 
   8955   9252               2.676384              2.676384 
   8955  19852                .431412               .431412 
   8956   8849                .949632               .949632 
   8956   8945               1.092047              1.092047 
   8956   9000                1.11418               1.11418 
   8956   9149                1.28534               1.28534 
   8957   8946                .789227               .789227 
   8957   8964                .791083               .791083 
   8957   9067               1.618158              1.618158 
   8958   8741               1.666978              1.666978 
   8958   8894               2.190896              2.190896 
   8958   9002               1.166777              1.166777 
   8958   9168               2.270201              2.270201 
   8959   8920               2.538593              2.538593 
   8959   8940               2.413662              2.413662 
   8960   8895                .300584               .300584 
   8960   8903                .549559               .549559 
   8960   8982                 .54405                .54405 
   8961  19825                .666949               .666949 
   8962   8927               1.672544              1.672544 
   8962   9107               1.950753              1.950753 
   8962  21997               1.810171              1.810171 
   8963   8754                2.55265               2.55265 
   8963   8953                .593945               .593945 
   8963   9007                .960006               .960006 
   8964   8676               2.795008              2.795008 
   8964   8939               2.298286              2.298286 
   8964   8957                 .78445                .78445 
   8964   9109               1.598122              1.598122 
   8965   2362                   1.62                  1.62 
   8965   8727               3.932633              3.932633 
   8965   8947                .741045               .741045 
   8965   8977               1.138477              1.138477 
   8965   9015               1.011594              1.011594 
   8968   8742               1.832234              1.832234 
   8968   8974               1.523145              1.523145 
   8968   9162               1.563533              1.563533 
   8969   2380                   3.06                  3.06 
   8969   8713               4.424633              4.424633 
   8969   8972                .666374               .666374 
   8969   9008               1.877371              1.877371 
   8970   8926                .675963               .675963 
   8970   8975               1.332487              1.332487 
   8970   9012                .855886               .855886 
   8971   8874               1.297862              1.297862 
   8971   8983               1.973686              1.973686 
   8971   9097               2.202695              2.202695 
   8971   9172               1.673216              1.673216 
   8972   8922                .821117               .821117 
   8972   8969                 .54015                .54015 
   8972   9048               2.659063              2.659063 
   8973   8745               1.953361              1.953361 
   8973   8947               2.465054              2.465054 
   8973   9004               1.579089              1.579089 
   8973   9155                1.37902               1.37902 
   8974   8751               1.558892              1.558892 
   8974   8968               1.522988              1.522988 
   8974   9009                .533378               .533378 
   8975   8970               1.208298              1.208298 
   8975   8988                .522873               .522873 
   8975  19824                .288733               .288733 
   8976   8946                .875453               .875453 
   8976   8977                .861873               .861873 
   8976   9073               1.109433              1.109433 
   8977   8965               1.194016              1.194016 
   8977   8976                .856084               .856084 
   8977   9074                1.09833               1.09833 
   8978   1878                   1.44                  1.44 
   8978   8847               1.146727              1.146727 
   8978   8988               1.268081              1.268081 
   8978   9030                .885401               .885401 
   8978  23949               2.957523              2.957523 
   8979   8568               4.134013              4.134013 
   8979   8985               1.677045              1.677045 
   8979   9022               1.340785              1.340785 
   8980   8981               2.171091              2.171091 
   8980  12869               2.444135              2.444135 
   8980  16686               1.752233              1.752233 
   8980  16700                .775756               .775756 
   8981   8980               2.154521              2.154521 
   8981  12995                1.21021               1.21021 
   8981  16707               1.869433              1.869433 
   8982   8960                .525628               .525628 
   8982   8992                .730653               .730653 
   8982  21604                .100041               .100041 
   8983   8873                1.11488               1.11488 
   8983   8971               2.040951              2.040951 
   8983   9071               1.239848              1.239848 
   8984   8879               1.795527              1.795527 
   8984   8992               2.634399              2.634399 
   8984   9307               3.968367              3.968367 
   8984  21997                .380591               .380591 
   8985   8934               1.245274              1.245274 
   8985   8979               1.739162              1.739162 
   8985   9118               1.546203              1.546203 
   8986   8990               1.006911              1.006911 
   8986   9016               2.008075              2.008075 
   8987   8896                .828064               .828064 
   8987   8937               1.694946              1.694946 
   8987  15250                .836172               .836172 
   8987  15276                .491397               .491397 
   8988   8975                .682076               .682076 
   8988   8978               1.587442              1.587442 
   8988   9028                .831305               .831305 
   8989   8880                .868929               .868929 
   8989   8993               1.315839              1.315839 
   8989   9032                .704159               .704159 
   8990   8986               1.203669              1.203669 
   8990   9051                2.13418               2.13418 
   8990  19837               1.142331              1.142331 
   8991   2775                   1.92                  1.92 
   8991   8998               1.603841              1.603841 
   8991   9076                .999375               .999375 
   8991  21245                .927121               .927121 
   8992   8982                .680496               .680496 
   8992   8984               1.819815              1.819815 
   8992   8994                .556266               .556266 
   8992   9031                 .60183                .60183 
   8993   8989               1.359319              1.359319 
   8993   8994                .438168               .438168 
   8993  21602                .525021               .525021 
   8994   8992                .606311               .606311 
   8994   8993                .247153               .247153 
   8994   9034                .615485               .615485 
   8995   2832                   4.71                  4.71 
   8995   8755               1.787033              1.787033 
   8995   9009               1.206403              1.206403 
   8995   9175               1.543967              1.543967 
   8996   8997                .699646               .699646 
   8996   9006               1.058044              1.058044 
   8996   9093               1.052165              1.052165 
   8997   8932                .634278               .634278 
   8997   8996                .533422               .533422 
   8997   9003                .549174               .549174 
   8997   9096                .783173               .783173 
   8998   2785                   1.53                  1.53 
   8998   8885               1.635593              1.635593 
   8998   8904                .657678               .657678 
   8998   8991               1.484921              1.484921 
   8998   9087                1.60423               1.60423 
   8998   9088               1.191635              1.191635 
   8999   8925                .758139               .758139 
   8999   9003               1.141433              1.141433 
   8999   9087                .997847               .997847 
   9000   8956               1.609654              1.609654 
   9000   9008               1.593857              1.593857 
   9000   9334               3.905323              3.905323 
   9001   8894               1.056283              1.056283 
   9001   9004               1.719172              1.719172 
   9001   9217               1.485524              1.485524 
   9002   8958               1.368131              1.368131 
   9002   9022               1.862258              1.862258 
   9002   9157               1.770224              1.770224 
   9003   8933                 .60604                .60604 
   9003   8997                .679711               .679711 
   9003   8999               1.141433              1.141433 
   9003   9086               1.184825              1.184825 
   9004   8795               1.480288              1.480288 
   9004   8973               1.764006              1.764006 
   9004   9001               1.717205              1.717205 
   9004   9156               1.678263              1.678263 
   9005   8930                .973433               .973433 
   9005   9006                .629433               .629433 
   9005   9010                .725433               .725433 
   9005   9036                .557433               .557433 
   9006   2790                   1.98                  1.98 
   9006   8931                .963896               .963896 
   9006   8996                 .89905                .89905 
   9006   9005                .365433               .365433 
   9006   9033                .377538               .377538 
   9007   8852               1.461094              1.461094 
   9007   8963                .816574               .816574 
   9007   9055                .541418               .541418 
   9007   9056                .621941               .621941 
   9008   8969               1.533176              1.533176 
   9008   9000               1.050505              1.050505 
   9008  23610                .441416               .441416 
   9009   8974                .584954               .584954 
   9009   8995               1.203664              1.203664 
   9009   9170               1.805115              1.805115 
   9010   8935                .979693               .979693 
   9010   9005                .725433               .725433 
   9010   9041                .558414               .558414 
   9011   2836                   4.02                  4.02 
   9011   8787               2.335849              2.335849 
   9011   9025               2.049082              2.049082 
   9011   9221               1.324388              1.324388 
   9012   1884                   1.47                  1.47 
   9012   8970                .697551               .697551 
   9012   9020                 .91577                .91577 
   9012   9021                .760503               .760503 
   9012   9179                1.99655               1.99655 
   9013   1866                    .78                   .78 
   9013   8858                1.56321               1.56321 
   9013   9021               1.138214              1.138214 
   9013   9181               1.325768              1.325768 
   9013  17341                .583497               .583497 
   9014  12995               1.533823              1.533823 
   9014  13174               2.591088              2.591088 
   9014  16707               1.093443              1.093443 
   9015   8947                .786213               .786213 
   9015   8965                .870484               .870484 
   9015   9075                .316851               .316851 
   9016   8636                2.63537               2.63537 
   9016   8986               1.845562              1.845562 
   9016   9017               1.036258              1.036258 
   9016   9125                .695073               .695073 
   9017   9016               1.337421              1.337421 
   9017   9018               1.542531              1.542531 
   9017  23668               2.946574              2.946574 
   9018   8916                .946573               .946573 
   9018   9017               1.446492              1.446492 
   9018   9126                .795961               .795961 
   9019   8975                .581322               .581322 
   9019   9020                .514738               .514738 
   9019   9028                .587722               .587722 
   9020   9012                .793988               .793988 
   9020   9019                .357607               .357607 
   9021   1865                    .72                   .72 
   9021   9012                .783942               .783942 
   9021   9013                1.60158               1.60158 
   9021   9180                1.75176               1.75176 
   9022   8979                .520137               .520137 
   9022   9002               1.673931              1.673931 
   9022   9117               1.348218              1.348218 
   9022   9136               1.222199              1.222199 
   9023   8783               1.481202              1.481202 
   9023   9024                .938975               .938975 
   9023  22808               1.535618              1.535618 
   9024   9023                .939082               .939082 
   9024   9025                .938975               .938975 
