1,1,0,970,1,14.0000,12,99.0000,99,1.11
2,1,0,910,1,14.0000,18,99.0000,99,1.11
3,1,0,760,1,12.0000,20,99.0000,99,1.1
4,1,0,780,1,11.0000,15,99.0000,99,1.1
5,1,0,740,1,10.0000,25,99.0000,99,1.09
6,1,0,620,1,11.0000,99,99.0000,99,1.09
7,1,0,780,1,12.0000,54,99.0000,99,1.09
8,1,0,790,1,10.0000,15,99.0000,99,1.1
9,1,0,810,1,12.0000,26,99.0000,99,1.11
10,1,0,780,1,11.0000,23,99.0000,99,1.1
11,1,0,930,1,10.0000,15,99.0000,99,1.1
12,1,0,880,1,10.0000,31,99.0000,99,1.1
13,1,0,880,1,11.0000,40,99.0000,99,1.09
14,1,0,900,1,10.0000,14,99.0000,99,1.11
15,1,0,910,1,12.0000,40,99.0000,99,1.11
16,1,0,640,1,13.0000,27,99.0000,99,1.11
17,1,0,810,1,10.0000,27,99.0000,99,1.11
18,1,150,760,1,10.0000,22,99.0000,99,1.1
19,1,150,940,1,12.0000,21,99.0000,99,1.1
20,1,0,780,1,9.0000,12,99.0000,99,1.11
21,1,0,770,1,11.0000,22,99.0000,99,1.11
22,1,150,700,1,12.0000,19,99.0000,99,1.12
23,1,150,630,1,10.0000,16,99.0000,99,1.12
24,1,150,730,1,11.0000,18,99.0000,99,1.11
25,1,150,960,1,11.0000,13,99.0000,99,1.1
26,1,150,730,1,9.0000,13,99.0000,99,1.11
27,1,150,620,1,13.0000,20,99.0000,99,1.11
28,1,150,0,1,11.0000,18,99.0000,99,1.12
29,1,150,810,1,12.0000,19,99.0000,99,1.12
30,1,150,460,1,14.0000,69,99.0000,99,1.11
31,1,150,0,1,10.0000,99,99.0000,99,1.11
32,1,150,760,1,12.0000,17,99.0000,99,1.1
33,1,150,590,1,12.0000,20,99.0000,99,1.1
34,1,150,650,1,13.0000,19,99.0000,99,1.12
35,1,150,740,1,13.0000,16,99.0000,99,1.12
36,1,150,630,1,15.0000,31,99.0000,99,1.11
37,1,150,0,1,12.0000,20,99.0000,99,1.07
38,1,150,1290,1,12.0000,22,99.0000,99,1.07
39,1,150,820,1,13.0000,16,99.0000,99,1.1
40,1,150,820,1,15.0000,18,99.0000,99,1.11
41,1,150,770,1,11.0000,20,99.0000,99,1.1
42,1,150,0,1,9.0000,67,99.0000,99,1.1
43,1,150,400,1,12.0000,20,99.0000,99,1.07
44,1,150,0,1,12.0000,22,99.0000,99,1.07
45,1,150,1040,1,12.0000,19,99.0000,99,1.08
46,1,150,870,1,11.0000,15,99.0000,99,1.11
47,1,150,580,1,9.0000,14,99.0000,99,1.09
48,1,0,820,1,11.0000,14,99.0000,99,1.11
49,1,0,700,1,14.0000,17,99.0000,99,1.07
50,1,0,700,1,11.0000,15,99.0000,99,1.09
