15,3703,310,96,180
15,5128,270,44,180
15,10000,260,25,180
15,10000,260,25,180
15,10000,260,25,180
16,328,260,50,180
16,2271,260,39,180
16,5989,250,67,180
16,8505,240,64,180
16,10000,210,10,180
17,3549,290,89,180
17,8342,270,59,180
17,8796,260,51,180
17,10000,210,70,180
17,10000,210,70,180
18,5934,270,56,180
18,9258,250,59,180
18,10000,200,276,180
18,10000,200,276,180
18,10000,200,276,180
20,10000,310,92,180
20,10000,310,92,180
20,10000,310,92,180
20,10000,310,92,180
20,10000,310,92,180
21,492,310,95,180
21,1970,300,74,180
21,5402,270,53,180
21,9343,260,58,180
21,10000,250,63,180
22,492,266,45,180
22,7374,250,49,180
22,10000,236,44,180
22,10000,236,44,180
22,10000,236,44,180
23,10000,236,53,180
23,10000,236,53,180
23,10000,236,53,180
23,10000,236,53,180
23,10000,236,53,180
23,1930,300,121,180
24,7997,260,58,180
24,10000,250,81,180
24,10000,250,81,180
24,10000,250,81,180
25,10000,220,75,180
25,10000,220,75,180
25,10000,220,75,180
25,10000,220,75,180
25,10000,220,75,180
26,10000,180,40,180
26,10000,180,40,180
26,10000,180,40,180
26,10000,180,40,180
26,10000,180,40,180
27,768,280,82,180
27,1493,250,156,180
27,10000,200,63,180
27,10000,200,63,180
27,10000,200,63,180
28,5541,310,128,180
28,8416,290,87,180
28,10000,250,64,180
28,10000,250,64,180
28,10000,250,64,180
29,10000,250,59,180
29,10000,250,59,180
29,10000,250,59,180
29,10000,250,59,180
29,10000,250,59,180
30,4208,290,124,180
30,10000,250,80,180
30,10000,250,80,180
30,10000,250,80,180
30,10000,250,80,180
32,10000,240,142,180
32,10000,240,142,180
32,10000,240,142,180
32,10000,240,142,180
32,10000,240,142,180
33,499,220,70,180
33,1426,220,127,180
33,8360,204,102,180
33,10000,160,37,180
33,10000,160,37,180
34,3576,260,98,180
34,7223,250,103,180
34,10000,220,95,180
34,10000,220,95,180
34,10000,220,95,180
35,1117,240,135,180
35,1721,240,127,180
35,2271,220,95,180
35,9313,210,82,180
35,10000,150,38,180
36,312,300,201,180
36,2815,220,95,180
36,5236,200,88,180
36,10000,156,21,180
36,10000,156,21,180
39,10000,160,33,180
39,10000,160,33,180
39,10000,160,33,180
39,10000,160,33,180
39,10000,160,33,180
40,3063,160,37,180
40,10000,150,25,180
40,10000,150,25,180
40,10000,150,25,180
40,10000,150,25,180
22800,77.1,67.3,75.8,20.2,3.0,1.0
43900,77.1,67.3,75.8,20.2,3.0,1.0
68000,77.1,67.3,75.8,20.2,3.0,1.0
104000,67.1,67.3,75.8,20.2,3.0,1.0
104001,67.1,67.3,75.8,20.2,3.0,1.0
