1,1,0,460,1,14.0000,9,999.0000,999
2,1,0,550,1,14.0000,16,999.0000,999
3,1,0,520,1,11.0000,21,999.0000,999
4,1,0,510,1,10.0000,13,999.0000,999
5,1,0,530,1,11.0000,14,999.0000,999
6,1,0,470,1,11.0000,12,999.0000,999
7,1,0,550,1,10.0000,14,999.0000,999
8,1,0,560,1,8.0000,17,999.0000,999
9,1,0,560,1,12.0000,23,999.0000,999
10,1,0,560,1,10.0000,21,999.0000,999
11,1,0,530,1,9.0000,15,999.0000,999
12,1,0,520,1,9.0000,15,999.0000,999
13,1,0,560,1,9.0000,14,999.0000,999
14,1,0,650,1,9.0000,13,999.0000,999
15,1,0,650,1,10.0000,15,999.0000,999
16,1,0,570,1,12.0000,23,999.0000,999
17,1,0,520,1,9.0000,14,999.0000,999
18,1,150,560,1,9.0000,12,999.0000,999
19,1,150,580,1,7.0000,14,999.0000,999
20,1,0,650,1,7.0000,13,999.0000,999
21,1,0,540,1,9.0000,14,999.0000,999
22,1,150,580,1,10.0000,19,999.0000,999
23,1,150,520,1,9.0000,15,999.0000,999
24,1,150,520,1,9.0000,13,999.0000,999
25,1,150,590,1,9.0000,13,999.0000,999
26,1,150,550,1,8.0000,15,999.0000,999
27,1,150,470,1,11.0000,16,999.0000,999
28,1,150,680,1,10.0000,16,999.0000,999
29,1,150,590,1,11.0000,15,999.0000,999
30,1,150,940,1,11.0000,18,999.0000,999
31,1,150,0,1,9.0000,13,999.0000,999
32,1,150,870,1,11.0000,15,999.0000,999
33,1,150,590,1,12.0000,17,999.0000,999
34,1,150,650,1,11.0000,17,999.0000,999
35,1,150,590,1,12.0000,16,999.0000,999
36,1,150,720,1,11.0000,14,999.0000,999
37,1,150,650,1,15.0000,15,999.0000,999
38,1,150,790,1,15.0000,16,999.0000,999
39,1,150,540,1,13.0000,17,999.0000,999
40,1,150,550,1,14.0000,19,999.0000,999
41,1,150,510,1,10.0000,13,999.0000,999
42,1,150,0,1,8.0000,10,999.0000,999
43,1,150,660,1,14.0000,15,999.0000,999
44,1,150,490,1,15.0000,15,999.0000,999
45,1,150,520,1,12.0000,17,999.0000,999
46,1,150,510,1,10.0000,14,999.0000,999
47,1,150,590,1,9.0000,11,999.0000,999
48,1,0,690,1,10.0000,11,999.0000,999
49,1,0,590,1,13.0000,10,999.0000,999
50,1,0,520,1,10.0000,13,999.0000,999
51,1,0,540,1,9.0000,13,999.0000,999
52,1,0,560,1,10.0000,11,999.0000,999
53,1,0,560,1,10.0000,13,999.0000,999
54,1,0,630,1,11.0000,12,999.0000,999
55,1,0,690,1,10.0000,13,999.0000,999
56,1,0,440,1,11.0000,13,999.0000,999
57,1,0,590,1,10.0000,11,999.0000,999
58,1,0,630,1,8.0000,17,999.0000,999
59,1,0,590,1,10.0000,13,999.0000,999
60,1,0,650,1,10.0000,11,999.0000,999
61,1,0,920,1,9.0000,12,999.0000,999
62,1,0,580,1,11.0000,12,999.0000,999
63,1,0,690,1,9.0000,13,999.0000,999
64,1,150,470,1,13.0000,14,999.0000,999
65,1,150,480,1,11.0000,14,999.0000,999
66,1,150,320,1,11.0000,13,999.0000,999
67,1,150,520,1,10.0000,13,999.0000,999
68,1,150,830,1,11.0000,14,999.0000,999
69,1,150,950,1,14.0000,19,999.0000,999
70,1,150,580,1,9.0000,11,999.0000,999
71,1,150,0,1,10.0000,10,999.0000,999
72,1,150,350,1,12.0000,13,999.0000,999
73,1,150,390,1,11.0000,13,999.0000,999
74,1,150,450,1,11.0000,13,999.0000,999
75,1,150,470,1,16.0000,19,999.0000,999
76,1,150,580,1,10.0000,12,999.0000,999
77,1,150,0,1,10.0000,12,999.0000,999
78,2,0,630,1,8.0000,15,999.0000,999
79,2,0,610,1,9.0000,15,999.0000,999
80,2,0,680,1,11.0000,13,999.0000,999
81,2,0,770,1,10.0000,18,999.0000,999
82,2,0,520,1,9.0000,16,999.0000,999
83,2,0,510,1,8.0000,14,999.0000,999
84,2,0,600,1,9.0000,12,999.0000,999
85,2,0,590,1,10.0000,14,999.0000,999
86,2,0,720,1,10.0000,12,999.0000,999
87,2,0,670,1,13.0000,12,999.0000,999
88,2,0,740,1,11.0000,12,999.0000,999
89,2,0,500,1,9.0000,13,999.0000,999
90,2,0,570,1,9.0000,12,999.0000,999
91,2,0,650,1,9.0000,12,999.0000,999
92,2,0,630,1,10.0000,12,999.0000,999
93,2,0,650,1,9.0000,12,999.0000,999
94,2,0,630,1,10.0000,13,999.0000,999
95,2,0,750,1,10.0000,13,999.0000,999
96,2,0,410,1,9.0000,12,999.0000,999
97,2,0,340,1,9.0000,12,999.0000,999
98,2,0,320,1,10.0000,13,999.0000,999
99,2,0,370,1,11.0000,13,999.0000,999
100,2,0,410,1,11.0000,16,999.0000,999
